00:01:07:14 | I | Matching ok | SEQ : 20174780240, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
05:35:12:60 | W | Mismatching | SEQ : 20174782560, PART : 04578885AC, SCAN P52124713AD, CELL [2,4]
05:35:34:05 | I | Matching ok | SEQ : 20174782560, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
05:35:36:06 | I | Matching ok | SEQ : 20174782550, PART : N/A, SCAN N/A, CELL [2,5]
05:35:39:07 | I | Matching ok | SEQ : 20174782540, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
05:43:59:68 | I | Matching ok | SEQ : 20174782650, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
05:44:01:71 | I | Matching ok | SEQ : 20174782640, PART : N/A, SCAN N/A, CELL [1,2]
05:44:05:06 | I | Matching ok | SEQ : 20174782630, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
05:44:54:96 | I | Matching ok | SEQ : 20174782620, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
05:45:02:11 | I | Matching ok | SEQ : 20174782610, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
05:45:10:26 | I | Matching ok | SEQ : 20174782600, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
05:45:12:28 | I | Matching ok | SEQ : 20174782710, PART : N/A, SCAN N/A, CELL [2,1]
05:45:19:24 | I | Matching ok | SEQ : 20174782700, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
05:45:26:37 | I | Matching ok | SEQ : 20174782690, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
05:45:30:74 | I | Matching ok | SEQ : 20174782680, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
05:45:32:75 | I | Matching ok | SEQ : 20174782670, PART : N/A, SCAN N/A, CELL [2,5]
05:45:34:77 | I | Matching ok | SEQ : 20174782660, PART : N/A, SCAN N/A, CELL [2,6]
05:51:17:37 | I | Matching ok | SEQ : 20174782770, PART : N/A, SCAN N/A, CELL [1,1]
05:58:57:41 | I | Matching ok | SEQ : 20174782760, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
05:58:59:43 | I | Matching ok | SEQ : 20174782750, PART : N/A, SCAN N/A, CELL [1,3]
05:59:01:45 | I | Matching ok | SEQ : 20174782740, PART : N/A, SCAN N/A, CELL [1,4]
05:59:03:46 | I | Matching ok | SEQ : 20174782730, PART : N/A, SCAN N/A, CELL [1,5]
05:59:08:51 | I | Matching ok | SEQ : 20174782720, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
05:59:11:33 | I | Matching ok | SEQ : 20174782830, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:59:13:81 | I | Matching ok | SEQ : 20174782820, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:59:16:18 | I | Matching ok | SEQ : 20174782810, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
05:59:18:91 | I | Matching ok | SEQ : 20174782800, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
05:59:21:41 | I | Matching ok | SEQ : 20174782790, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
05:59:23:42 | I | Matching ok | SEQ : 20174782780, PART : N/A, SCAN N/A, CELL [2,6]
06:09:16:35 | I | Matching ok | SEQ : 20174782890, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:09:18:37 | I | Matching ok | SEQ : 20174782880, PART : N/A, SCAN N/A, CELL [1,2]
06:09:20:57 | I | Matching ok | SEQ : 20174782870, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:09:22:58 | I | Matching ok | SEQ : 20174782860, PART : N/A, SCAN N/A, CELL [1,4]
06:09:59:22 | I | Matching ok | SEQ : 20174782850, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:10:08:82 | I | Matching ok | SEQ : 20174782840, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:10:10:83 | I | Matching ok | SEQ : 20174782950, PART : N/A, SCAN N/A, CELL [2,1]
06:10:28:40 | I | Matching ok | SEQ : 20174782940, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
06:10:31:95 | I | Matching ok | SEQ : 20174782930, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:10:33:97 | I | Matching ok | SEQ : 20174782920, PART : N/A, SCAN N/A, CELL [2,4]
06:10:37:70 | I | Matching ok | SEQ : 20174782910, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:10:40:50 | I | Matching ok | SEQ : 20174782900, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:19:45:44 | I | Matching ok | SEQ : 20174783010, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:19:49:94 | I | Matching ok | SEQ : 20174783000, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:19:53:36 | I | Matching ok | SEQ : 20174782990, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:19:55:38 | I | Matching ok | SEQ : 20174782980, PART : N/A, SCAN N/A, CELL [1,4]
06:19:57:64 | I | Matching ok | SEQ : 20174782970, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:20:01:14 | I | Matching ok | SEQ : 20174782960, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:20:04:31 | I | Matching ok | SEQ : 20174783070, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:20:06:99 | I | Matching ok | SEQ : 20174783060, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
06:20:10:01 | I | Matching ok | SEQ : 20174783050, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:20:12:09 | W | Mismatching | SEQ : 20174783040, PART : 52124713AD, SCAN P04578885AC, CELL [2,4]
06:20:28:79 | W | Mismatching | SEQ : 20174783040, PART : 52124713AD, SCAN P04578885AC, CELL [2,4]
06:21:00:04 | I | Matching ok | SEQ : 20174783040, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:21:05:16 | I | Matching ok | SEQ : 20174783030, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
06:21:07:17 | I | Matching ok | SEQ : 20174783020, PART : N/A, SCAN N/A, CELL [2,6]
06:30:03:27 | I | Matching ok | SEQ : 20174783130, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:30:09:33 | I | Matching ok | SEQ : 20174783120, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
06:30:11:34 | I | Matching ok | SEQ : 20174783110, PART : N/A, SCAN N/A, CELL [1,3]
06:30:13:93 | I | Matching ok | SEQ : 20174783100, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
06:30:17:53 | I | Matching ok | SEQ : 20174783090, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:30:22:28 | I | Matching ok | SEQ : 20174783080, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:30:26:30 | I | Matching ok | SEQ : 20174783190, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:30:28:31 | I | Matching ok | SEQ : 20174783180, PART : N/A, SCAN N/A, CELL [2,2]
06:30:32:03 | I | Matching ok | SEQ : 20174783170, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:30:36:95 | I | Matching ok | SEQ : 20174783160, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
06:30:38:96 | I | Matching ok | SEQ : 20174783150, PART : N/A, SCAN N/A, CELL [2,5]
06:30:40:98 | I | Matching ok | SEQ : 20174783140, PART : N/A, SCAN N/A, CELL [2,6]
06:30:43:05 | I | Matching ok | SEQ : 20174783250, PART : N/A, SCAN N/A, CELL [1,1]
06:40:58:74 | I | Matching ok | SEQ : 20174783240, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:41:03:47 | I | Matching ok | SEQ : 20174783230, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:41:05:48 | I | Matching ok | SEQ : 20174783220, PART : N/A, SCAN N/A, CELL [1,4]
06:41:09:77 | I | Matching ok | SEQ : 20174783210, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:41:13:92 | I | Matching ok | SEQ : 20174783200, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:41:17:99 | I | Matching ok | SEQ : 20174783310, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:41:22:27 | I | Matching ok | SEQ : 20174783300, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
06:41:24:29 | I | Matching ok | SEQ : 20174783290, PART : N/A, SCAN N/A, CELL [2,3]
06:41:26:87 | I | Matching ok | SEQ : 20174783280, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:41:31:02 | I | Matching ok | SEQ : 20174783270, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:41:33:05 | I | Matching ok | SEQ : 20174783260, PART : N/A, SCAN N/A, CELL [2,6]
06:51:49:36 | I | Matching ok | SEQ : 20174783370, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:51:51:38 | I | Matching ok | SEQ : 20174783360, PART : N/A, SCAN N/A, CELL [1,2]
06:51:54:31 | I | Matching ok | SEQ : 20174783350, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:51:58:78 | I | Matching ok | SEQ : 20174783340, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
06:52:00:81 | I | Matching ok | SEQ : 20174783330, PART : N/A, SCAN N/A, CELL [1,5]
06:52:03:36 | I | Matching ok | SEQ : 20174783320, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:52:09:94 | I | Matching ok | SEQ : 20174783430, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:52:14:21 | I | Matching ok | SEQ : 20174783420, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
06:52:19:96 | I | Matching ok | SEQ : 20174783410, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:52:23:46 | I | Matching ok | SEQ : 20174783400, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:52:27:16 | I | Matching ok | SEQ : 20174783390, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
06:52:30:24 | I | Matching ok | SEQ : 20174783380, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
07:23:59:48 | I | Matching ok | SEQ : 20174783490, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:24:01:51 | I | Matching ok | SEQ : 20174783480, PART : N/A, SCAN N/A, CELL [1,2]
07:24:04:05 | I | Matching ok | SEQ : 20174783470, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
07:24:20:38 | I | Matching ok | SEQ : 20174783460, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:24:24:35 | I | Matching ok | SEQ : 20174783450, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:24:26:37 | I | Matching ok | SEQ : 20174783440, PART : N/A, SCAN N/A, CELL [1,6]
07:24:31:33 | I | Matching ok | SEQ : 20174783550, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
07:24:33:35 | I | Matching ok | SEQ : 20174783540, PART : N/A, SCAN N/A, CELL [2,2]
07:24:36:78 | I | Matching ok | SEQ : 20174783530, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
07:24:40:58 | I | Matching ok | SEQ : 20174783520, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
07:24:42:61 | I | Matching ok | SEQ : 20174783510, PART : N/A, SCAN N/A, CELL [2,5]
07:24:44:64 | I | Matching ok | SEQ : 20174783500, PART : N/A, SCAN N/A, CELL [2,6]
07:39:11:95 | I | Matching ok | SEQ : 20174783610, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:39:15:63 | I | Matching ok | SEQ : 20174783600, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
07:39:17:64 | I | Matching ok | SEQ : 20174783590, PART : N/A, SCAN N/A, CELL [1,3]
07:39:21:17 | I | Matching ok | SEQ : 20174783580, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:39:23:19 | I | Matching ok | SEQ : 20174783570, PART : N/A, SCAN N/A, CELL [1,5]
07:39:25:22 | I | Matching ok | SEQ : 20174783560, PART : N/A, SCAN N/A, CELL [1,6]
07:39:29:43 | I | Matching ok | SEQ : 20174783670, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
07:39:33:38 | I | Matching ok | SEQ : 20174783660, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:39:37:08 | I | Matching ok | SEQ : 20174783650, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
07:39:41:08 | I | Matching ok | SEQ : 20174783640, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:39:43:10 | I | Matching ok | SEQ : 20174783630, PART : N/A, SCAN N/A, CELL [2,5]
07:39:45:15 | I | Matching ok | SEQ : 20174783620, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
07:39:47:20 | I | Matching ok | SEQ : 20174783730, PART : N/A, SCAN N/A, CELL [1,1]
07:52:15:67 | I | Matching ok | SEQ : 20174783720, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:52:19:80 | I | Matching ok | SEQ : 20174783710, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
07:52:24:27 | I | Matching ok | SEQ : 20174783700, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:52:29:97 | I | Matching ok | SEQ : 20174783690, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
07:52:33:49 | I | Matching ok | SEQ : 20174783680, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
07:52:37:32 | I | Matching ok | SEQ : 20174783790, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
07:52:41:34 | I | Matching ok | SEQ : 20174783780, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:52:45:40 | I | Matching ok | SEQ : 20174783770, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
07:52:49:17 | I | Matching ok | SEQ : 20174783760, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:52:51:18 | I | Matching ok | SEQ : 20174783750, PART : N/A, SCAN N/A, CELL [2,5]
07:52:55:27 | I | Matching ok | SEQ : 20174783740, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
07:52:57:32 | I | Matching ok | SEQ : 20174783850, PART : N/A, SCAN N/A, CELL [1,1]
08:07:43:37 | I | Matching ok | SEQ : 20174783840, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:07:47:62 | I | Matching ok | SEQ : 20174783830, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:07:51:49 | I | Matching ok | SEQ : 20174783820, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:07:55:09 | I | Matching ok | SEQ : 20174783810, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
08:07:57:11 | I | Matching ok | SEQ : 20174783800, PART : N/A, SCAN N/A, CELL [1,6]
08:08:03:07 | W | Mismatching | SEQ : 20174783910, PART : 52124713AD, SCAN P04578885AC, CELL [2,1]
08:08:28:84 | I | Matching ok | SEQ : 20174783910, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
08:08:30:86 | I | Matching ok | SEQ : 20174783900, PART : N/A, SCAN N/A, CELL [2,2]
08:08:37:52 | I | Matching ok | SEQ : 20174783890, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
08:08:42:07 | I | Matching ok | SEQ : 20174783880, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
08:08:46:32 | I | Matching ok | SEQ : 20174783870, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:08:50:29 | I | Matching ok | SEQ : 20174783860, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
08:19:39:03 | I | Matching ok | SEQ : 20174783970, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
08:19:41:93 | I | Matching ok | SEQ : 20174783960, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
08:19:46:56 | I | Matching ok | SEQ : 20174783950, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:19:48:57 | I | Matching ok | SEQ : 20174783940, PART : N/A, SCAN N/A, CELL [1,4]
08:19:52:26 | I | Matching ok | SEQ : 20174783930, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
08:19:57:54 | I | Matching ok | SEQ : 20174783920, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
08:20:01:06 | I | Matching ok | SEQ : 20174784030, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
08:20:04:11 | I | Matching ok | SEQ : 20174784020, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:20:06:12 | I | Matching ok | SEQ : 20174784010, PART : N/A, SCAN N/A, CELL [2,3]
08:20:10:36 | I | Matching ok | SEQ : 20174784000, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
08:20:12:39 | I | Matching ok | SEQ : 20174783990, PART : N/A, SCAN N/A, CELL [2,5]
08:20:15:01 | I | Matching ok | SEQ : 20174783980, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:22:38:76 | I | Matching ok | SEQ : 20174784090, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
08:22:40:78 | I | Matching ok | SEQ : 20174784080, PART : N/A, SCAN N/A, CELL [1,2]
08:22:43:44 | W | Mismatching | SEQ : 20174784070, PART : 52124713AD, SCAN P04578885AC, CELL [1,3]
08:23:02:29 | I | Matching ok | SEQ : 20174784070, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:32:14:95 | W | Mismatching | SEQ : 20174784060, PART : 04578885AC, SCAN P52124713AD, CELL [1,4]
08:32:27:35 | I | Matching ok | SEQ : 20174784060, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
08:32:30:98 | I | Matching ok | SEQ : 20174784050, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
08:32:33:01 | I | Matching ok | SEQ : 20174784040, PART : N/A, SCAN N/A, CELL [1,6]
08:32:35:02 | I | Matching ok | SEQ : 20174784150, PART : N/A, SCAN N/A, CELL [2,1]
08:32:38:65 | I | Matching ok | SEQ : 20174784140, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:32:40:68 | I | Matching ok | SEQ : 20174784130, PART : N/A, SCAN N/A, CELL [2,3]
08:32:42:70 | I | Matching ok | SEQ : 20174784120, PART : N/A, SCAN N/A, CELL [2,4]
08:32:45:50 | I | Matching ok | SEQ : 20174784110, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
08:32:48:45 | I | Matching ok | SEQ : 20174784100, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:32:50:49 | I | Matching ok | SEQ : 20174784210, PART : N/A, SCAN N/A, CELL [1,1]
08:42:40:54 | I | Matching ok | SEQ : 20174784200, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
08:42:46:82 | I | Matching ok | SEQ : 20174784190, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:42:48:84 | I | Matching ok | SEQ : 20174784180, PART : N/A, SCAN N/A, CELL [1,4]
08:42:50:85 | I | Matching ok | SEQ : 20174784170, PART : N/A, SCAN N/A, CELL [1,5]
08:42:54:49 | I | Matching ok | SEQ : 20174784160, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
08:42:57:72 | I | Matching ok | SEQ : 20174784270, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
08:43:01:99 | I | Matching ok | SEQ : 20174784260, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:43:05:39 | I | Matching ok | SEQ : 20174784250, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:43:07:40 | I | Matching ok | SEQ : 20174784240, PART : N/A, SCAN N/A, CELL [2,4]
08:43:10:54 | I | Matching ok | SEQ : 20174784230, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:43:13:52 | I | Matching ok | SEQ : 20174784220, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:52:15:73 | I | Matching ok | SEQ : 20174784330, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
08:52:18:63 | I | Matching ok | SEQ : 20174784320, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
08:52:22:34 | I | Matching ok | SEQ : 20174784310, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:52:25:33 | I | Matching ok | SEQ : 20174784300, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:52:28:50 | I | Matching ok | SEQ : 20174784290, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
08:52:33:15 | I | Matching ok | SEQ : 20174784280, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
08:52:35:17 | I | Matching ok | SEQ : 20174784390, PART : N/A, SCAN N/A, CELL [2,1]
08:52:43:76 | I | Matching ok | SEQ : 20174784380, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
08:52:46:98 | I | Matching ok | SEQ : 20174784370, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:52:49:98 | I | Matching ok | SEQ : 20174784360, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
08:52:53:36 | I | Matching ok | SEQ : 20174784350, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:52:56:71 | I | Matching ok | SEQ : 20174784340, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:59:08:14 | I | Matching ok | SEQ : 20174784450, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
08:59:10:62 | I | Matching ok | SEQ : 20174784440, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:59:13:01 | I | Matching ok | SEQ : 20174784430, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:59:17:99 | I | Matching ok | SEQ : 20174784420, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:59:20:49 | I | Matching ok | SEQ : 20174784410, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
08:59:23:04 | I | Matching ok | SEQ : 20174784400, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
08:59:25:69 | I | Matching ok | SEQ : 20174784510, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
08:59:27:71 | I | Matching ok | SEQ : 20174784500, PART : N/A, SCAN N/A, CELL [2,2]
08:59:29:72 | I | Matching ok | SEQ : 20174784490, PART : N/A, SCAN N/A, CELL [2,3]
08:59:32:57 | I | Matching ok | SEQ : 20174784480, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
08:59:35:09 | I | Matching ok | SEQ : 20174784470, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:59:37:10 | I | Matching ok | SEQ : 20174784460, PART : N/A, SCAN N/A, CELL [2,6]
09:12:49:24 | I | Matching ok | SEQ : 20174784570, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:12:51:27 | I | Matching ok | SEQ : 20174784560, PART : N/A, SCAN N/A, CELL [1,2]
09:12:55:86 | I | Matching ok | SEQ : 20174784550, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:12:59:78 | I | Matching ok | SEQ : 20174784540, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
09:13:04:56 | I | Matching ok | SEQ : 20174784530, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:13:06:58 | I | Matching ok | SEQ : 20174784520, PART : N/A, SCAN N/A, CELL [1,6]
09:13:08:62 | I | Matching ok | SEQ : 20174784630, PART : N/A, SCAN N/A, CELL [2,1]
09:13:11:88 | I | Matching ok | SEQ : 20174784620, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:13:15:16 | I | Matching ok | SEQ : 20174784610, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:13:17:64 | I | Matching ok | SEQ : 20174784600, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
09:13:20:09 | I | Matching ok | SEQ : 20174784590, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:13:22:11 | I | Matching ok | SEQ : 20174784580, PART : N/A, SCAN N/A, CELL [2,6]
09:23:34:95 | I | Matching ok | SEQ : 20174784690, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:23:39:35 | I | Matching ok | SEQ : 20174784680, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:23:43:00 | I | Matching ok | SEQ : 20174784670, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:23:45:02 | I | Matching ok | SEQ : 20174784660, PART : N/A, SCAN N/A, CELL [1,4]
09:23:48:85 | I | Matching ok | SEQ : 20174784650, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:23:50:86 | I | Matching ok | SEQ : 20174784640, PART : N/A, SCAN N/A, CELL [1,6]
09:23:52:87 | I | Matching ok | SEQ : 20174784750, PART : N/A, SCAN N/A, CELL [2,1]
09:23:56:87 | I | Matching ok | SEQ : 20174784740, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:24:00:80 | I | Matching ok | SEQ : 20174784730, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:24:05:43 | I | Matching ok | SEQ : 20174784720, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
09:24:07:44 | I | Matching ok | SEQ : 20174784710, PART : N/A, SCAN N/A, CELL [2,5]
09:24:09:47 | I | Matching ok | SEQ : 20174784700, PART : N/A, SCAN N/A, CELL [2,6]
09:41:14:05 | I | Matching ok | SEQ : 20174784810, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:41:16:67 | I | Matching ok | SEQ : 20174784800, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
09:41:19:68 | I | Matching ok | SEQ : 20174784790, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
09:41:22:15 | I | Matching ok | SEQ : 20174784780, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
09:41:25:80 | I | Matching ok | SEQ : 20174784770, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:41:32:07 | I | Matching ok | SEQ : 20174784760, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:41:34:09 | I | Matching ok | SEQ : 20174784870, PART : N/A, SCAN N/A, CELL [2,1]
09:41:44:70 | I | Matching ok | SEQ : 20174784860, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:41:46:72 | I | Matching ok | SEQ : 20174784850, PART : N/A, SCAN N/A, CELL [2,3]
09:41:48:73 | I | Matching ok | SEQ : 20174784840, PART : N/A, SCAN N/A, CELL [2,4]
09:41:55:38 | W | Mismatching | SEQ : 20174784830, PART : 52124713AD, SCAN P04578885AC, CELL [2,5]
09:42:31:35 | I | Matching ok | SEQ : 20174784830, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:42:34:35 | I | Matching ok | SEQ : 20174784820, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:54:22:02 | I | Matching ok | SEQ : 20174784930, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
09:54:25:27 | I | Matching ok | SEQ : 20174784920, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
09:54:27:94 | I | Matching ok | SEQ : 20174784910, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:54:30:77 | I | Matching ok | SEQ : 20174784900, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
09:54:33:64 | I | Matching ok | SEQ : 20174784890, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:54:35:68 | I | Matching ok | SEQ : 20174784880, PART : N/A, SCAN N/A, CELL [1,6]
09:54:37:69 | I | Matching ok | SEQ : 20174784990, PART : N/A, SCAN N/A, CELL [2,1]
09:54:40:07 | I | Matching ok | SEQ : 20174784980, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
09:54:44:87 | I | Matching ok | SEQ : 20174784970, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
