00:09:17:17 | I | Matching ok | SEQ : 20174658450, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
04:23:45:57 | I | Matching ok | SEQ : 20174660810, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
04:23:56:31 | I | Matching ok | SEQ : 20174660800, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
04:24:07:81 | I | Matching ok | SEQ : 20174660910, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
04:24:20:21 | I | Matching ok | SEQ : 20174660900, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
04:24:28:54 | I | Matching ok | SEQ : 20174660890, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
04:24:30:56 | I | Matching ok | SEQ : 20174660880, PART : N/A, SCAN N/A, CELL [2,4]
04:24:45:59 | I | Matching ok | SEQ : 20174660870, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
04:24:57:76 | I | Matching ok | SEQ : 20174660860, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
04:33:43:78 | I | Matching ok | SEQ : 20174660970, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
04:34:04:21 | I | Matching ok | SEQ : 20174660960, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
04:34:16:01 | I | Matching ok | SEQ : 20174660950, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
04:34:31:58 | I | Matching ok | SEQ : 20174660940, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
04:34:44:30 | I | Matching ok | SEQ : 20174660930, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
04:35:15:15 | I | Matching ok | SEQ : 20174660920, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
04:35:28:96 | I | Matching ok | SEQ : 20174661030, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
04:35:35:13 | I | Matching ok | SEQ : 20174661020, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
04:35:50:43 | I | Matching ok | SEQ : 20174661010, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
04:36:04:48 | I | Matching ok | SEQ : 20174661000, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
04:36:32:66 | I | Matching ok | SEQ : 20174660990, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
04:36:41:21 | I | Matching ok | SEQ : 20174660980, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
04:45:21:12 | I | Matching ok | SEQ : 20174661090, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
04:45:28:95 | I | Matching ok | SEQ : 20174661080, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
04:45:36:72 | I | Matching ok | SEQ : 20174661070, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
04:45:45:97 | I | Matching ok | SEQ : 20174661060, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
04:45:55:12 | I | Matching ok | SEQ : 20174661050, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
04:46:04:59 | I | Matching ok | SEQ : 20174661040, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
04:46:12:60 | I | Matching ok | SEQ : 20174661150, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
04:46:21:95 | I | Matching ok | SEQ : 20174661140, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
04:46:30:80 | I | Matching ok | SEQ : 20174661130, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
04:46:39:27 | I | Matching ok | SEQ : 20174661120, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
04:46:46:55 | I | Matching ok | SEQ : 20174661110, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
04:46:54:67 | I | Matching ok | SEQ : 20174661100, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:22:52:86 | I | Matching ok | SEQ : 20174661210, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:23:00:59 | I | Matching ok | SEQ : 20174661200, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
06:23:09:61 | I | Matching ok | SEQ : 20174661190, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
06:23:20:86 | I | Matching ok | SEQ : 20174661180, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
06:23:37:79 | I | Matching ok | SEQ : 20174661170, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
06:23:54:86 | I | Matching ok | SEQ : 20174661160, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:24:08:69 | I | Matching ok | SEQ : 20174661270, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
06:24:13:49 | I | Matching ok | SEQ : 20174661260, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
06:24:31:12 | I | Matching ok | SEQ : 20174661250, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
06:24:46:22 | I | Matching ok | SEQ : 20174661240, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
06:25:24:87 | I | Matching ok | SEQ : 20174661230, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
06:25:36:62 | I | Matching ok | SEQ : 20174661220, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
06:30:13:45 | I | Matching ok | SEQ : 20174661330, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:30:17:37 | I | Matching ok | SEQ : 20174661320, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
06:30:19:39 | I | Matching ok | SEQ : 20174661310, PART : N/A, SCAN N/A, CELL [1,3]
06:30:22:77 | I | Matching ok | SEQ : 20174661300, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
06:30:26:58 | I | Matching ok | SEQ : 20174661290, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
06:30:29:92 | I | Matching ok | SEQ : 20174661280, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
06:31:40:70 | I | Matching ok | SEQ : 20174661390, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
06:31:42:74 | I | Matching ok | SEQ : 20174661380, PART : N/A, SCAN N/A, CELL [2,2]
06:31:46:98 | I | Matching ok | SEQ : 20174661370, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:31:50:70 | I | Matching ok | SEQ : 20174661360, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
06:31:54:82 | I | Matching ok | SEQ : 20174661350, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
06:31:59:12 | I | Matching ok | SEQ : 20174661340, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
06:40:31:09 | I | Matching ok | SEQ : 20174661450, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:40:34:99 | I | Matching ok | SEQ : 20174661440, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
06:40:41:61 | I | Matching ok | SEQ : 20174661430, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
06:40:44:84 | I | Matching ok | SEQ : 20174661420, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
06:40:55:39 | I | Matching ok | SEQ : 20174661410, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
06:41:02:91 | I | Matching ok | SEQ : 20174661400, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:41:04:93 | I | Matching ok | SEQ : 20174661510, PART : N/A, SCAN N/A, CELL [2,1]
06:41:18:12 | I | Matching ok | SEQ : 20174661500, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
06:41:20:14 | I | Matching ok | SEQ : 20174661490, PART : N/A, SCAN N/A, CELL [2,3]
06:42:09:99 | I | Matching ok | SEQ : 20174661480, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
06:42:13:87 | I | Matching ok | SEQ : 20174661470, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
06:42:16:84 | I | Matching ok | SEQ : 20174661460, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
06:53:58:26 | I | Matching ok | SEQ : 20174661570, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:54:21:61 | I | Matching ok | SEQ : 20174661560, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
06:54:24:03 | I | Matching ok | SEQ : 20174661550, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
06:54:27:21 | I | Matching ok | SEQ : 20174661540, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
06:54:36:93 | I | Matching ok | SEQ : 20174661530, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
06:54:42:91 | I | Matching ok | SEQ : 20174661520, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
06:55:15:03 | I | Matching ok | SEQ : 20174661630, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
06:55:34:31 | I | Matching ok | SEQ : 20174661620, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
06:56:08:56 | W | Mismatching | SEQ : 20174661610, PART : 52124713AD, SCAN P68193661AB, CELL [2,3]
06:56:29:86 | I | Matching ok | SEQ : 20174661610, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:56:31:89 | I | Matching ok | SEQ : 20174661600, PART : N/A, SCAN N/A, CELL [2,4]
06:56:35:56 | I | Matching ok | SEQ : 20174661590, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
06:56:39:11 | I | Matching ok | SEQ : 20174661580, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
07:07:09:75 | I | Matching ok | SEQ : 20174661690, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
07:07:13:30 | I | Matching ok | SEQ : 20174661680, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
07:07:15:80 | I | Matching ok | SEQ : 20174661670, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
07:07:40:03 | I | Matching ok | SEQ : 20174661660, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
07:07:42:50 | I | Matching ok | SEQ : 20174661650, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:07:44:55 | I | Matching ok | SEQ : 20174661640, PART : N/A, SCAN N/A, CELL [1,6]
07:08:15:65 | W | Mismatching | SEQ : 20174661750, PART : 52124713AD, SCAN P04578885AC, CELL [2,1]
07:08:26:85 | I | Matching ok | SEQ : 20174661750, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
07:08:31:03 | I | Matching ok | SEQ : 20174661740, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:08:34:73 | I | Matching ok | SEQ : 20174661730, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
07:09:21:63 | I | Matching ok | SEQ : 20174661720, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:09:27:55 | I | Matching ok | SEQ : 20174661710, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
07:09:49:15 | I | Matching ok | SEQ : 20174661700, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
07:15:07:86 | I | Matching ok | SEQ : 20174661810, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:15:11:91 | I | Matching ok | SEQ : 20174661800, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
07:15:13:93 | I | Matching ok | SEQ : 20174661790, PART : N/A, SCAN N/A, CELL [1,3]
07:15:16:34 | I | Matching ok | SEQ : 20174661780, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:15:22:94 | I | Matching ok | SEQ : 20174661770, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
07:15:24:96 | I | Matching ok | SEQ : 20174661760, PART : N/A, SCAN N/A, CELL [1,6]
07:15:30:04 | I | Matching ok | SEQ : 20174661870, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
07:15:53:46 | I | Matching ok | SEQ : 20174661860, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
07:15:55:77 | I | Matching ok | SEQ : 20174661850, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
07:16:05:47 | I | Matching ok | SEQ : 20174661840, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:16:19:19 | I | Matching ok | SEQ : 20174661830, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
07:16:23:57 | I | Matching ok | SEQ : 20174661820, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
07:24:05:20 | I | Matching ok | SEQ : 20174661930, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
07:24:16:45 | I | Matching ok | SEQ : 20174661920, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:24:24:28 | I | Matching ok | SEQ : 20174661910, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
07:24:26:30 | I | Matching ok | SEQ : 20174661900, PART : N/A, SCAN N/A, CELL [1,4]
07:24:29:03 | I | Matching ok | SEQ : 20174661890, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:24:36:48 | I | Matching ok | SEQ : 20174661880, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
07:24:38:50 | I | Matching ok | SEQ : 20174661990, PART : N/A, SCAN N/A, CELL [2,1]
07:25:02:93 | I | Matching ok | SEQ : 20174661980, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
07:25:25:93 | I | Matching ok | SEQ : 20174661970, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
07:25:28:80 | I | Matching ok | SEQ : 20174661960, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
07:25:30:82 | I | Matching ok | SEQ : 20174661950, PART : N/A, SCAN N/A, CELL [2,5]
07:25:32:83 | I | Matching ok | SEQ : 20174661940, PART : N/A, SCAN N/A, CELL [2,6]
07:32:55:01 | I | Matching ok | SEQ : 20174662050, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
07:33:07:81 | I | Matching ok | SEQ : 20174662040, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
07:33:25:54 | I | Matching ok | SEQ : 20174662030, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
07:33:29:49 | I | Matching ok | SEQ : 20174662020, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
07:33:50:99 | I | Matching ok | SEQ : 20174662010, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:34:01:94 | I | Matching ok | SEQ : 20174662000, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
07:34:26:69 | I | Matching ok | SEQ : 20174662110, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
07:34:31:32 | W | Mismatching | SEQ : 20174662100, PART : 52124713AD, SCAN P04578885AC, CELL [2,2]
07:34:45:52 | I | Matching ok | SEQ : 20174662100, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:34:47:52 | I | Matching ok | SEQ : 20174662090, PART : N/A, SCAN N/A, CELL [2,3]
07:34:51:09 | I | Matching ok | SEQ : 20174662080, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:35:01:39 | I | Matching ok | SEQ : 20174662070, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
07:35:06:92 | I | Matching ok | SEQ : 20174662060, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
07:42:15:83 | I | Matching ok | SEQ : 20174662170, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
07:42:20:13 | I | Matching ok | SEQ : 20174662160, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
07:42:23:86 | I | Matching ok | SEQ : 20174662150, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
07:42:44:06 | I | Matching ok | SEQ : 20174662140, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
07:43:00:38 | I | Matching ok | SEQ : 20174662130, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:43:03:76 | I | Matching ok | SEQ : 20174662120, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
07:43:25:44 | I | Matching ok | SEQ : 20174662230, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
07:43:38:21 | I | Matching ok | SEQ : 20174662220, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
07:43:40:22 | I | Matching ok | SEQ : 20174662210, PART : N/A, SCAN N/A, CELL [2,3]
07:43:46:81 | I | Matching ok | SEQ : 20174662200, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:43:52:79 | I | Matching ok | SEQ : 20174662190, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
07:43:59:91 | I | Matching ok | SEQ : 20174662180, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
07:51:24:17 | W | Mismatching | SEQ : 20174662290, PART : 04578885AC, SCAN P52124713AD, CELL [1,1]
07:51:47:19 | W | Mismatching | SEQ : 20174662290, PART : 04578885AC, SCAN P52124713AD, CELL [1,1]
07:51:59:22 | I | Matching ok | SEQ : 20174662290, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
07:52:15:52 | I | Matching ok | SEQ : 20174662280, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:52:21:42 | I | Matching ok | SEQ : 20174662270, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
07:52:25:47 | I | Matching ok | SEQ : 20174662260, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
07:52:29:54 | I | Matching ok | SEQ : 20174662250, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:52:31:59 | I | Matching ok | SEQ : 20174662240, PART : N/A, SCAN N/A, CELL [1,6]
07:52:34:60 | I | Matching ok | SEQ : 20174662350, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
07:52:44:25 | I | Matching ok | SEQ : 20174662340, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
07:53:41:57 | I | Matching ok | SEQ : 20174662330, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
07:53:45:05 | I | Matching ok | SEQ : 20174662320, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:53:48:75 | I | Matching ok | SEQ : 20174662310, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
07:53:53:35 | I | Matching ok | SEQ : 20174662300, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
08:01:08:98 | I | Matching ok | SEQ : 20174662410, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
08:01:12:28 | I | Matching ok | SEQ : 20174662400, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
08:01:16:48 | I | Matching ok | SEQ : 20174662390, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
08:01:18:83 | I | Matching ok | SEQ : 20174662380, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
08:01:23:63 | I | Matching ok | SEQ : 20174662370, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
08:01:26:43 | I | Matching ok | SEQ : 20174662360, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
08:01:30:61 | I | Matching ok | SEQ : 20174662470, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
08:01:40:46 | I | Matching ok | SEQ : 20174662460, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
08:01:53:76 | I | Matching ok | SEQ : 20174662450, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
08:02:11:03 | I | Matching ok | SEQ : 20174662440, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
08:02:13:07 | I | Matching ok | SEQ : 20174662430, PART : N/A, SCAN N/A, CELL [2,5]
08:02:17:13 | I | Matching ok | SEQ : 20174662420, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
08:02:19:23 | I | Matching ok | SEQ : 20174662530, PART : N/A, SCAN N/A, CELL [1,1]
08:40:04:44 | I | Matching ok | SEQ : 20174662520, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:41:09:42 | I | Matching ok | SEQ : 20174662510, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
08:41:17:67 | I | Matching ok | SEQ : 20174662500, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
08:41:53:29 | I | Matching ok | SEQ : 20174662490, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
08:42:06:32 | I | Matching ok | SEQ : 20174662480, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
08:42:25:62 | I | Matching ok | SEQ : 20174662590, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
08:42:36:32 | I | Matching ok | SEQ : 20174662580, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
08:42:50:62 | I | Matching ok | SEQ : 20174662570, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
08:42:58:87 | I | Matching ok | SEQ : 20174662560, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
08:43:00:90 | I | Matching ok | SEQ : 20174662550, PART : N/A, SCAN N/A, CELL [2,5]
08:43:02:91 | I | Matching ok | SEQ : 20174662540, PART : N/A, SCAN N/A, CELL [2,6]
08:52:16:76 | I | Matching ok | SEQ : 20174662650, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
08:52:20:76 | I | Matching ok | SEQ : 20174662640, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
08:52:33:01 | I | Matching ok | SEQ : 20174662630, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
08:52:46:61 | I | Matching ok | SEQ : 20174662620, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
08:53:01:83 | I | Matching ok | SEQ : 20174662610, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
08:53:03:85 | I | Matching ok | SEQ : 20174662600, PART : N/A, SCAN N/A, CELL [1,6]
08:53:35:49 | I | Matching ok | SEQ : 20174662710, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
08:53:49:36 | I | Matching ok | SEQ : 20174662700, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
08:53:51:39 | I | Matching ok | SEQ : 20174662690, PART : N/A, SCAN N/A, CELL [2,3]
08:54:05:81 | I | Matching ok | SEQ : 20174662680, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
08:54:17:66 | I | Matching ok | SEQ : 20174662670, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
09:03:27:67 | I | Matching ok | SEQ : 20174662660, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:03:42:95 | I | Matching ok | SEQ : 20174662770, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
09:04:27:58 | I | Matching ok | SEQ : 20174662760, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:04:45:25 | I | Matching ok | SEQ : 20174662750, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:05:01:28 | I | Matching ok | SEQ : 20174662740, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
09:05:15:18 | I | Matching ok | SEQ : 20174662730, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:05:26:58 | I | Matching ok | SEQ : 20174662720, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
09:05:37:45 | I | Matching ok | SEQ : 20174662830, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
09:05:55:22 | I | Matching ok | SEQ : 20174662820, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
09:06:10:78 | I | Matching ok | SEQ : 20174662810, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:06:27:08 | I | Matching ok | SEQ : 20174662800, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
09:06:29:10 | I | Matching ok | SEQ : 20174662790, PART : N/A, SCAN N/A, CELL [2,5]
09:06:41:88 | I | Matching ok | SEQ : 20174662780, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:06:44:03 | I | Matching ok | SEQ : 20174662890, PART : N/A, SCAN N/A, CELL [1,1]
09:14:21:66 | I | Matching ok | SEQ : 20174662880, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:14:23:69 | I | Matching ok | SEQ : 20174662870, PART : N/A, SCAN N/A, CELL [1,3]
09:14:25:70 | I | Matching ok | SEQ : 20174662860, PART : N/A, SCAN N/A, CELL [1,4]
09:14:33:81 | I | Matching ok | SEQ : 20174662850, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
09:14:51:26 | I | Matching ok | SEQ : 20174662840, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:15:04:99 | I | Matching ok | SEQ : 20174662950, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
09:15:16:76 | I | Matching ok | SEQ : 20174662940, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:15:24:81 | I | Matching ok | SEQ : 20174662930, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
09:15:29:77 | I | Matching ok | SEQ : 20174662920, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
09:15:36:29 | I | Matching ok | SEQ : 20174662910, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:15:53:69 | I | Matching ok | SEQ : 20174662900, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
09:24:45:55 | I | Matching ok | SEQ : 20174663010, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
09:25:25:31 | I | Matching ok | SEQ : 20174663000, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
09:25:32:35 | I | Matching ok | SEQ : 20174662990, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
09:25:43:95 | I | Matching ok | SEQ : 20174662980, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
09:25:53:11 | I | Matching ok | SEQ : 20174662970, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:26:04:11 | I | Matching ok | SEQ : 20174662960, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:26:19:18 | I | Matching ok | SEQ : 20174663070, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
09:26:21:21 | I | Matching ok | SEQ : 20174663060, PART : N/A, SCAN N/A, CELL [2,2]
09:26:30:03 | I | Matching ok | SEQ : 20174663050, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
09:26:55:19 | I | Matching ok | SEQ : 20174663040, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
09:26:57:22 | I | Matching ok | SEQ : 20174663030, PART : N/A, SCAN N/A, CELL [2,5]
09:27:05:51 | I | Matching ok | SEQ : 20174663020, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:34:20:60 | W | Mismatching | SEQ : 20174663130, PART : 04578885AC, SCAN TQ41817C0030, CELL [1,1]
09:34:32:89 | I | Matching ok | SEQ : 20174663130, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
09:34:37:29 | W | Mismatching | SEQ : 20174663120, PART : 68193661AB, SCAN P04578885AC, CELL [1,2]
09:35:01:07 | I | Matching ok | SEQ : 20174663120, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
09:35:06:79 | I | Matching ok | SEQ : 20174663110, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
09:35:10:97 | I | Matching ok | SEQ : 20174663100, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
09:35:13:01 | I | Matching ok | SEQ : 20174663090, PART : N/A, SCAN N/A, CELL [1,5]
09:35:49:00 | I | Matching ok | SEQ : 20174663080, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
09:35:55:70 | I | Matching ok | SEQ : 20174663190, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
09:35:59:74 | I | Matching ok | SEQ : 20174663180, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
09:36:07:29 | I | Matching ok | SEQ : 20174663170, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:36:12:99 | I | Matching ok | SEQ : 20174663160, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
09:36:17:34 | I | Matching ok | SEQ : 20174663150, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:36:19:37 | I | Matching ok | SEQ : 20174663140, PART : N/A, SCAN N/A, CELL [2,6]
