00:04:11:35 | I | Matching ok | SEQ : 20174865930, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:11:27:30 | I | Matching ok | SEQ : 20174868300, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
06:11:29:34 | I | Matching ok | SEQ : 20174868290, PART : N/A, SCAN N/A, CELL [1,5]
06:11:31:37 | I | Matching ok | SEQ : 20174868280, PART : N/A, SCAN N/A, CELL [1,6]
06:12:10:15 | I | Matching ok | SEQ : 20174868390, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
06:12:12:19 | I | Matching ok | SEQ : 20174868380, PART : N/A, SCAN N/A, CELL [2,2]
06:13:33:90 | I | Matching ok | SEQ : 20174868370, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:13:35:92 | I | Matching ok | SEQ : 20174868360, PART : N/A, SCAN N/A, CELL [2,4]
06:13:58:38 | I | Matching ok | SEQ : 20174868350, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
06:14:00:38 | I | Matching ok | SEQ : 20174868340, PART : N/A, SCAN N/A, CELL [2,6]
06:21:13:26 | I | Matching ok | SEQ : 20174868450, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:21:15:28 | I | Matching ok | SEQ : 20174868440, PART : N/A, SCAN N/A, CELL [1,2]
06:21:17:29 | I | Matching ok | SEQ : 20174868430, PART : N/A, SCAN N/A, CELL [1,3]
06:21:23:71 | I | Matching ok | SEQ : 20174868420, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
06:21:30:71 | I | Matching ok | SEQ : 20174868410, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:21:40:89 | I | Matching ok | SEQ : 20174868400, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:21:49:26 | I | Matching ok | SEQ : 20174868510, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:21:51:29 | I | Matching ok | SEQ : 20174868500, PART : N/A, SCAN N/A, CELL [2,2]
06:22:30:01 | I | Matching ok | SEQ : 20174868490, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:22:38:19 | I | Matching ok | SEQ : 20174868480, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:22:40:22 | I | Matching ok | SEQ : 20174868470, PART : N/A, SCAN N/A, CELL [2,5]
06:22:46:89 | I | Matching ok | SEQ : 20174868460, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:22:49:00 | I | Matching ok | SEQ : 20174868570, PART : N/A, SCAN N/A, CELL [1,1]
06:32:00:25 | I | Matching ok | SEQ : 20174868560, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:32:02:28 | I | Matching ok | SEQ : 20174868550, PART : N/A, SCAN N/A, CELL [1,3]
06:32:11:38 | W | Mismatching | SEQ : 20174868540, PART : 52124713AD, SCAN TQ41927C1062, CELL [1,4]
06:32:19:48 | I | Matching ok | SEQ : 20174868540, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
06:32:34:53 | I | Matching ok | SEQ : 20174868530, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
06:32:42:31 | I | Matching ok | SEQ : 20174868520, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:32:48:38 | I | Matching ok | SEQ : 20174868630, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:32:56:35 | I | Matching ok | SEQ : 20174868620, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
06:33:06:40 | I | Matching ok | SEQ : 20174868610, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:33:14:51 | I | Matching ok | SEQ : 20174868600, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:33:16:52 | I | Matching ok | SEQ : 20174868590, PART : N/A, SCAN N/A, CELL [2,5]
06:33:32:88 | I | Matching ok | SEQ : 20174868580, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:33:34:94 | I | Matching ok | SEQ : 20174868690, PART : N/A, SCAN N/A, CELL [1,1]
06:40:17:37 | I | Matching ok | SEQ : 20174868680, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:40:19:39 | I | Matching ok | SEQ : 20174868670, PART : N/A, SCAN N/A, CELL [1,3]
06:40:24:26 | I | Matching ok | SEQ : 20174868660, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
06:40:26:30 | I | Matching ok | SEQ : 20174868650, PART : N/A, SCAN N/A, CELL [1,5]
06:40:28:31 | I | Matching ok | SEQ : 20174868640, PART : N/A, SCAN N/A, CELL [1,6]
06:40:30:34 | I | Matching ok | SEQ : 20174868750, PART : N/A, SCAN N/A, CELL [2,1]
06:40:33:74 | I | Matching ok | SEQ : 20174868740, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
06:40:41:21 | I | Matching ok | SEQ : 20174868730, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
06:40:49:16 | I | Matching ok | SEQ : 20174868720, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:40:58:36 | I | Matching ok | SEQ : 20174868710, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:41:06:84 | I | Matching ok | SEQ : 20174868700, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
06:51:51:96 | I | Matching ok | SEQ : 20174868810, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
06:52:00:66 | I | Matching ok | SEQ : 20174868800, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:52:07:41 | I | Matching ok | SEQ : 20174868790, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:52:15:73 | I | Matching ok | SEQ : 20174868780, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
06:52:26:78 | I | Matching ok | SEQ : 20174868770, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:52:28:81 | I | Matching ok | SEQ : 20174868760, PART : N/A, SCAN N/A, CELL [1,6]
06:53:37:41 | I | Matching ok | SEQ : 20174868870, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
06:53:46:31 | I | Matching ok | SEQ : 20174868860, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
06:53:55:48 | I | Matching ok | SEQ : 20174868850, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:54:03:81 | I | Matching ok | SEQ : 20174868840, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
06:54:14:54 | I | Matching ok | SEQ : 20174868830, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:54:16:56 | I | Matching ok | SEQ : 20174868820, PART : N/A, SCAN N/A, CELL [2,6]
07:01:34:77 | I | Matching ok | SEQ : 20174868930, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:01:39:99 | I | Matching ok | SEQ : 20174868920, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:01:42:05 | I | Matching ok | SEQ : 20174868910, PART : N/A, SCAN N/A, CELL [1,3]
07:01:45:60 | I | Matching ok | SEQ : 20174868900, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:01:53:60 | I | Matching ok | SEQ : 20174868890, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:02:01:89 | I | Matching ok | SEQ : 20174868880, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
07:02:03:90 | I | Matching ok | SEQ : 20174868990, PART : N/A, SCAN N/A, CELL [2,1]
07:02:16:47 | I | Matching ok | SEQ : 20174868980, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:02:18:49 | I | Matching ok | SEQ : 20174868970, PART : N/A, SCAN N/A, CELL [2,3]
07:02:24:40 | I | Matching ok | SEQ : 20174868960, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:02:35:17 | I | Matching ok | SEQ : 20174868950, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
07:02:42:32 | I | Matching ok | SEQ : 20174868940, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
07:33:48:92 | I | Matching ok | SEQ : 20174869050, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:33:55:72 | I | Matching ok | SEQ : 20174869040, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:33:57:74 | I | Matching ok | SEQ : 20174869030, PART : N/A, SCAN N/A, CELL [1,3]
07:34:02:59 | I | Matching ok | SEQ : 20174869020, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:34:10:32 | I | Matching ok | SEQ : 20174869010, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
07:34:17:82 | I | Matching ok | SEQ : 20174869000, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
07:34:19:85 | I | Matching ok | SEQ : 20174869110, PART : N/A, SCAN N/A, CELL [2,1]
07:34:28:02 | I | Matching ok | SEQ : 20174869100, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:34:37:22 | I | Matching ok | SEQ : 20174869090, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
07:34:49:08 | I | Matching ok | SEQ : 20174869080, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
07:34:51:09 | I | Matching ok | SEQ : 20174869070, PART : N/A, SCAN N/A, CELL [2,5]
07:35:04:32 | I | Matching ok | SEQ : 20174869060, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
07:41:04:62 | I | Matching ok | SEQ : 20174869170, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:41:10:63 | I | Matching ok | SEQ : 20174869160, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:41:12:64 | I | Matching ok | SEQ : 20174869150, PART : N/A, SCAN N/A, CELL [1,3]
07:41:14:67 | I | Matching ok | SEQ : 20174869140, PART : N/A, SCAN N/A, CELL [1,4]
07:41:16:75 | I | Matching ok | SEQ : 20174869130, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
07:41:18:77 | I | Matching ok | SEQ : 20174869120, PART : N/A, SCAN N/A, CELL [1,6]
07:41:25:20 | I | Matching ok | SEQ : 20174869230, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
07:41:39:48 | I | Matching ok | SEQ : 20174869220, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:41:41:50 | I | Matching ok | SEQ : 20174869210, PART : N/A, SCAN N/A, CELL [2,3]
07:41:58:43 | I | Matching ok | SEQ : 20174869200, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:42:20:65 | I | Matching ok | SEQ : 20174869190, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
07:42:22:67 | I | Matching ok | SEQ : 20174869180, PART : N/A, SCAN N/A, CELL [2,6]
07:50:08:94 | I | Matching ok | SEQ : 20174869290, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
07:50:12:24 | I | Matching ok | SEQ : 20174869280, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:50:17:09 | I | Matching ok | SEQ : 20174869270, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
07:50:19:12 | I | Matching ok | SEQ : 20174869260, PART : N/A, SCAN N/A, CELL [1,4]
07:50:22:31 | I | Matching ok | SEQ : 20174869250, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
07:50:29:41 | I | Matching ok | SEQ : 20174869240, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
07:51:09:86 | I | Matching ok | SEQ : 20174869350, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
07:51:21:64 | I | Matching ok | SEQ : 20174869340, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:51:36:79 | I | Matching ok | SEQ : 20174869330, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
07:51:38:80 | I | Matching ok | SEQ : 20174869320, PART : N/A, SCAN N/A, CELL [2,4]
07:51:48:09 | I | Matching ok | SEQ : 20174869310, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
07:51:50:12 | I | Matching ok | SEQ : 20174869300, PART : N/A, SCAN N/A, CELL [2,6]
07:51:52:18 | I | Matching ok | SEQ : 20174869410, PART : N/A, SCAN N/A, CELL [1,1]
07:59:04:33 | I | Matching ok | SEQ : 20174869400, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:59:11:35 | I | Matching ok | SEQ : 20174869390, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
07:59:16:71 | I | Matching ok | SEQ : 20174869380, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:59:18:72 | I | Matching ok | SEQ : 20174869370, PART : N/A, SCAN N/A, CELL [1,5]
07:59:20:76 | I | Matching ok | SEQ : 20174869360, PART : N/A, SCAN N/A, CELL [1,6]
07:59:25:10 | I | Matching ok | SEQ : 20174869470, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
07:59:31:21 | I | Matching ok | SEQ : 20174869460, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:59:33:22 | I | Matching ok | SEQ : 20174869450, PART : N/A, SCAN N/A, CELL [2,3]
07:59:38:66 | I | Matching ok | SEQ : 20174869440, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
07:59:42:98 | I | Matching ok | SEQ : 20174869430, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
07:59:59:43 | I | Matching ok | SEQ : 20174869420, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:00:01:54 | I | Matching ok | SEQ : 20174869530, PART : N/A, SCAN N/A, CELL [1,1]
08:00:03:55 | I | Matching ok | SEQ : 20174869520, PART : N/A, SCAN N/A, CELL [1,2]
08:00:05:56 | I | Matching ok | SEQ : 20174869510, PART : N/A, SCAN N/A, CELL [1,3]
08:00:07:58 | I | Matching ok | SEQ : 20174869500, PART : N/A, SCAN N/A, CELL [1,4]
08:00:09:59 | I | Matching ok | SEQ : 20174869490, PART : N/A, SCAN N/A, CELL [1,5]
08:07:58:32 | I | Matching ok | SEQ : 20174869480, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
08:08:00:34 | I | Matching ok | SEQ : 20174869590, PART : N/A, SCAN N/A, CELL [2,1]
08:08:07:27 | I | Matching ok | SEQ : 20174869580, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:08:14:39 | I | Matching ok | SEQ : 20174869570, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:08:19:04 | I | Matching ok | SEQ : 20174869560, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
08:08:21:06 | I | Matching ok | SEQ : 20174869550, PART : N/A, SCAN N/A, CELL [2,5]
08:08:26:34 | I | Matching ok | SEQ : 20174869540, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:17:25:25 | W | Mismatching | SEQ : 20174869650, PART : 04578885AC, SCAN TQ41937C1490, CELL [1,1]
08:17:36:21 | I | Matching ok | SEQ : 20174869650, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
08:17:45:45 | I | Matching ok | SEQ : 20174869640, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:17:47:48 | I | Matching ok | SEQ : 20174869630, PART : N/A, SCAN N/A, CELL [1,3]
08:17:53:28 | I | Matching ok | SEQ : 20174869620, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:17:55:30 | I | Matching ok | SEQ : 20174869610, PART : N/A, SCAN N/A, CELL [1,5]
08:18:00:75 | I | Matching ok | SEQ : 20174869600, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
08:18:02:77 | I | Matching ok | SEQ : 20174869710, PART : N/A, SCAN N/A, CELL [2,1]
08:18:04:78 | I | Matching ok | SEQ : 20174869700, PART : N/A, SCAN N/A, CELL [2,2]
08:18:10:28 | I | Matching ok | SEQ : 20174869690, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:18:16:24 | I | Matching ok | SEQ : 20174869680, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
08:18:18:27 | I | Matching ok | SEQ : 20174869670, PART : N/A, SCAN N/A, CELL [2,5]
08:19:07:91 | I | Matching ok | SEQ : 20174869660, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:27:03:57 | I | Matching ok | SEQ : 20174869770, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
08:27:06:84 | I | Matching ok | SEQ : 20174869760, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
08:27:10:49 | I | Matching ok | SEQ : 20174869750, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
08:27:14:27 | I | Matching ok | SEQ : 20174869740, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:27:16:31 | I | Matching ok | SEQ : 20174869730, PART : N/A, SCAN N/A, CELL [1,5]
08:27:18:33 | I | Matching ok | SEQ : 20174869720, PART : N/A, SCAN N/A, CELL [1,6]
08:27:27:32 | I | Matching ok | SEQ : 20174869830, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
08:27:29:33 | I | Matching ok | SEQ : 20174869820, PART : N/A, SCAN N/A, CELL [2,2]
08:27:44:47 | I | Matching ok | SEQ : 20174869810, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
08:27:53:75 | I | Matching ok | SEQ : 20174869800, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
08:27:55:79 | I | Matching ok | SEQ : 20174869790, PART : N/A, SCAN N/A, CELL [2,5]
08:27:57:82 | I | Matching ok | SEQ : 20174869780, PART : N/A, SCAN N/A, CELL [2,6]
08:40:09:99 | I | Matching ok | SEQ : 20174869890, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
08:40:13:07 | I | Matching ok | SEQ : 20174869880, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
08:40:15:54 | I | Matching ok | SEQ : 20174869870, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:40:19:66 | I | Matching ok | SEQ : 20174869860, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:40:24:09 | I | Matching ok | SEQ : 20174869850, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
08:40:26:12 | I | Matching ok | SEQ : 20174869840, PART : N/A, SCAN N/A, CELL [1,6]
08:40:34:99 | I | Matching ok | SEQ : 20174869950, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
08:41:39:14 | I | Matching ok | SEQ : 20174869940, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:41:41:16 | I | Matching ok | SEQ : 20174869930, PART : N/A, SCAN N/A, CELL [2,3]
08:41:55:01 | I | Matching ok | SEQ : 20174869920, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
08:42:06:39 | I | Matching ok | SEQ : 20174869910, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
08:42:56:12 | I | Matching ok | SEQ : 20174869900, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:42:58:18 | I | Matching ok | SEQ : 20174870010, PART : N/A, SCAN N/A, CELL [1,1]
08:49:59:23 | I | Matching ok | SEQ : 20174870000, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:50:04:20 | I | Matching ok | SEQ : 20174869990, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:50:06:23 | I | Matching ok | SEQ : 20174869980, PART : N/A, SCAN N/A, CELL [1,4]
08:50:13:03 | I | Matching ok | SEQ : 20174869970, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
08:50:15:06 | I | Matching ok | SEQ : 20174869960, PART : N/A, SCAN N/A, CELL [1,6]
08:50:27:95 | I | Matching ok | SEQ : 20174870070, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
08:50:35:43 | I | Matching ok | SEQ : 20174870060, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:50:42:81 | I | Matching ok | SEQ : 20174870050, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:50:44:87 | I | Matching ok | SEQ : 20174870040, PART : N/A, SCAN N/A, CELL [2,4]
08:51:16:95 | I | Matching ok | SEQ : 20174870030, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
08:51:23:56 | I | Matching ok | SEQ : 20174870020, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
09:00:02:16 | I | Matching ok | SEQ : 20174870130, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
09:00:04:20 | I | Matching ok | SEQ : 20174870120, PART : N/A, SCAN N/A, CELL [1,2]
09:00:09:22 | I | Matching ok | SEQ : 20174870110, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:00:12:36 | W | Mismatching | SEQ : 20174870100, PART : 52124713AD, SCAN P04578885AC, CELL [1,4]
09:00:39:02 | W | Mismatching | SEQ : 20174870100, PART : 52124713AD, SCAN P04578885AC, CELL [1,4]
09:01:03:24 | I | Matching ok | SEQ : 20174870100, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:01:06:54 | I | Matching ok | SEQ : 20174870090, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
09:01:09:92 | I | Matching ok | SEQ : 20174870080, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
09:01:25:87 | I | Matching ok | SEQ : 20174870190, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:01:42:45 | W | Mismatching | SEQ : 20174870180, PART : 52124713AD, SCAN P04578885AC, CELL [2,2]
09:01:52:37 | I | Matching ok | SEQ : 20174870180, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:01:55:67 | I | Matching ok | SEQ : 20174870170, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
09:01:57:72 | I | Matching ok | SEQ : 20174870160, PART : N/A, SCAN N/A, CELL [2,4]
09:02:06:84 | I | Matching ok | SEQ : 20174870150, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:02:08:86 | I | Matching ok | SEQ : 20174870140, PART : N/A, SCAN N/A, CELL [2,6]
09:17:05:56 | I | Matching ok | SEQ : 20174870250, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:17:11:54 | I | Matching ok | SEQ : 20174870240, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:17:17:49 | I | Matching ok | SEQ : 20174870230, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:17:19:51 | I | Matching ok | SEQ : 20174870220, PART : N/A, SCAN N/A, CELL [1,4]
09:17:21:54 | I | Matching ok | SEQ : 20174870210, PART : N/A, SCAN N/A, CELL [1,5]
09:17:25:34 | I | Matching ok | SEQ : 20174870200, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:17:27:36 | I | Matching ok | SEQ : 20174870310, PART : N/A, SCAN N/A, CELL [2,1]
09:17:33:65 | I | Matching ok | SEQ : 20174870300, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:17:42:60 | I | Matching ok | SEQ : 20174870290, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:17:49:84 | I | Matching ok | SEQ : 20174870280, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
09:17:54:89 | I | Matching ok | SEQ : 20174870270, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:18:09:17 | I | Matching ok | SEQ : 20174870260, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:32:10:19 | I | Matching ok | SEQ : 20174870370, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:32:12:29 | I | Matching ok | SEQ : 20174870360, PART : N/A, SCAN N/A, CELL [1,2]
09:32:15:31 | I | Matching ok | SEQ : 20174870350, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
09:32:17:51 | I | Matching ok | SEQ : 20174870340, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
09:32:19:71 | I | Matching ok | SEQ : 20174870330, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:32:21:73 | I | Matching ok | SEQ : 20174870320, PART : N/A, SCAN N/A, CELL [1,6]
09:32:26:59 | I | Matching ok | SEQ : 20174870430, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:32:28:61 | I | Matching ok | SEQ : 20174870420, PART : N/A, SCAN N/A, CELL [2,2]
09:32:42:49 | I | Matching ok | SEQ : 20174870410, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:32:44:50 | I | Matching ok | SEQ : 20174870400, PART : N/A, SCAN N/A, CELL [2,4]
09:33:22:41 | I | Matching ok | SEQ : 20174870390, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:34:23:69 | I | Matching ok | SEQ : 20174870380, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:39:39:57 | I | Matching ok | SEQ : 20174870490, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:39:41:59 | I | Matching ok | SEQ : 20174870480, PART : N/A, SCAN N/A, CELL [1,2]
09:39:47:17 | W | Mismatching | SEQ : 20174870470, PART : 04578885AC, SCAN P52124713AD, CELL [1,3]
09:39:58:22 | I | Matching ok | SEQ : 20174870470, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
09:40:03:37 | I | Matching ok | SEQ : 20174870460, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:40:05:39 | I | Matching ok | SEQ : 20174870450, PART : N/A, SCAN N/A, CELL [1,5]
09:40:09:12 | I | Matching ok | SEQ : 20174870440, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:40:32:25 | I | Matching ok | SEQ : 20174870550, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:40:34:29 | I | Matching ok | SEQ : 20174870540, PART : N/A, SCAN N/A, CELL [2,2]
09:40:53:63 | W | Mismatching | SEQ : 20174870530, PART : 52124713AD, SCAN TQ42027C0040, CELL [2,3]
09:41:04:35 | I | Matching ok | SEQ : 20174870530, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:41:06:37 | I | Matching ok | SEQ : 20174870520, PART : N/A, SCAN N/A, CELL [2,4]
09:41:16:17 | I | Matching ok | SEQ : 20174870510, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
09:41:18:19 | I | Matching ok | SEQ : 20174870500, PART : N/A, SCAN N/A, CELL [2,6]
09:41:20:29 | I | Matching ok | SEQ : 20174870610, PART : N/A, SCAN N/A, CELL [1,1]
09:52:04:82 | I | Matching ok | SEQ : 20174870600, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:52:06:85 | I | Matching ok | SEQ : 20174870590, PART : N/A, SCAN N/A, CELL [1,3]
09:52:38:67 | I | Matching ok | SEQ : 20174870580, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:52:45:32 | I | Matching ok | SEQ : 20174870570, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
09:52:48:44 | I | Matching ok | SEQ : 20174870560, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
09:52:51:87 | I | Matching ok | SEQ : 20174870670, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:52:54:77 | I | Matching ok | SEQ : 20174870660, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
09:52:56:44 | I | Matching ok | SEQ : 20174870650, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
09:52:57:79 | I | Matching ok | SEQ : 20174870640, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
09:53:00:04 | I | Matching ok | SEQ : 20174870630, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
09:53:14:97 | I | Matching ok | SEQ : 20174870620, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
09:53:17:15 | I | Matching ok | SEQ : 20174870730, PART : N/A, SCAN N/A, CELL [1,1]
09:53:19:16 | I | Matching ok | SEQ : 20174870720, PART : N/A, SCAN N/A, CELL [1,2]
09:53:21:17 | I | Matching ok | SEQ : 20174870710, PART : N/A, SCAN N/A, CELL [1,3]
10:38:29:08 | I | Matching ok | SEQ : 20174870700, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
