00:09:02:28 | I | Matching ok | SEQ : 20174804010, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:39:11:07 | I | Matching ok | SEQ : 20174806330, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:39:13:08 | I | Matching ok | SEQ : 20174806320, PART : N/A, SCAN N/A, CELL [2,4]
06:39:21:72 | I | Matching ok | SEQ : 20174806310, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:39:25:54 | I | Matching ok | SEQ : 20174806300, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:50:16:84 | I | Matching ok | SEQ : 20174806410, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:50:23:56 | I | Matching ok | SEQ : 20174806400, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:50:25:84 | I | Matching ok | SEQ : 20174806390, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
06:50:27:84 | I | Matching ok | SEQ : 20174806380, PART : N/A, SCAN N/A, CELL [1,4]
06:50:31:78 | I | Matching ok | SEQ : 20174806370, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:50:34:41 | I | Matching ok | SEQ : 20174806360, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
06:50:36:06 | I | Matching ok | SEQ : 20174806470, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:50:37:61 | I | Matching ok | SEQ : 20174806460, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
06:50:38:78 | I | Matching ok | SEQ : 20174806450, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
06:50:40:81 | I | Matching ok | SEQ : 20174806440, PART : N/A, SCAN N/A, CELL [2,4]
06:50:42:61 | I | Matching ok | SEQ : 20174806430, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:50:44:51 | I | Matching ok | SEQ : 20174806420, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
07:29:30:79 | I | Matching ok | SEQ : 20174806530, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:29:32:80 | I | Matching ok | SEQ : 20174806520, PART : N/A, SCAN N/A, CELL [1,2]
07:29:36:44 | I | Matching ok | SEQ : 20174806510, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
07:29:38:47 | I | Matching ok | SEQ : 20174806500, PART : N/A, SCAN N/A, CELL [1,4]
07:29:41:11 | I | Matching ok | SEQ : 20174806490, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:29:45:74 | I | Matching ok | SEQ : 20174806480, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
07:29:49:52 | I | Matching ok | SEQ : 20174806590, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
07:29:53:89 | W | Mismatching | SEQ : 20174806580, PART : 04578885AC, SCAN P52124713AD, CELL [2,2]
07:30:05:09 | W | Mismatching | SEQ : 20174806580, PART : 04578885AC, SCAN P52124713AD, CELL [2,2]
07:30:37:44 | W | Mismatching | SEQ : 20174806580, PART : 04578885AC, SCAN P52124713AD, CELL [2,2]
07:30:47:42 | I | Matching ok | SEQ : 20174806580, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
07:30:51:17 | I | Matching ok | SEQ : 20174806570, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
07:34:56:92 | I | Matching ok | SEQ : 20174806560, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
07:34:59:35 | I | Matching ok | SEQ : 20174806550, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
07:35:01:50 | I | Matching ok | SEQ : 20174806540, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
07:46:05:99 | I | Matching ok | SEQ : 20174806650, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
07:46:09:32 | W | Mismatching | SEQ : 20174806640, PART : 52124713AD, SCAN P04578885AC, CELL [1,2]
07:46:10:79 | W | Mismatching | SEQ : 20174806640, PART : 52124713AD, SCAN P04578885AC, CELL [1,2]
07:46:16:69 | I | Matching ok | SEQ : 20174806640, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:46:18:76 | I | Matching ok | SEQ : 20174806630, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
07:46:20:16 | I | Matching ok | SEQ : 20174806620, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
07:46:21:69 | I | Matching ok | SEQ : 20174806610, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:46:23:24 | I | Matching ok | SEQ : 20174806600, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
07:46:27:11 | I | Matching ok | SEQ : 20174806710, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
07:46:28:86 | I | Matching ok | SEQ : 20174806700, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:46:30:14 | I | Matching ok | SEQ : 20174806690, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
07:46:31:04 | I | Matching ok | SEQ : 20174806680, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:46:32:74 | I | Matching ok | SEQ : 20174806670, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
07:46:34:42 | I | Matching ok | SEQ : 20174806660, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
07:55:56:30 | I | Matching ok | SEQ : 20174806770, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:55:59:25 | I | Matching ok | SEQ : 20174806760, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:56:01:70 | I | Matching ok | SEQ : 20174806750, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
07:56:03:98 | I | Matching ok | SEQ : 20174806740, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:56:05:76 | I | Matching ok | SEQ : 20174806730, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
07:56:07:61 | I | Matching ok | SEQ : 20174806720, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
07:56:09:46 | I | Matching ok | SEQ : 20174806830, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
07:56:11:78 | I | Matching ok | SEQ : 20174806820, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:56:13:78 | I | Matching ok | SEQ : 20174806810, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
07:56:15:79 | I | Matching ok | SEQ : 20174806800, PART : N/A, SCAN N/A, CELL [2,4]
07:56:21:78 | I | Matching ok | SEQ : 20174806790, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
07:56:23:80 | I | Matching ok | SEQ : 20174806780, PART : N/A, SCAN N/A, CELL [2,6]
08:06:36:47 | I | Matching ok | SEQ : 20174806890, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
08:06:38:49 | I | Matching ok | SEQ : 20174806880, PART : N/A, SCAN N/A, CELL [1,2]
08:06:47:19 | I | Matching ok | SEQ : 20174806870, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:06:49:20 | I | Matching ok | SEQ : 20174806860, PART : N/A, SCAN N/A, CELL [1,4]
08:06:51:62 | I | Matching ok | SEQ : 20174806850, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
08:06:54:24 | I | Matching ok | SEQ : 20174806840, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
08:06:57:87 | I | Matching ok | SEQ : 20174806950, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
08:07:00:09 | I | Matching ok | SEQ : 20174806940, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:07:02:37 | I | Matching ok | SEQ : 20174806930, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:07:05:87 | I | Matching ok | SEQ : 20174806920, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
08:07:08:87 | I | Matching ok | SEQ : 20174806910, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:07:10:90 | I | Matching ok | SEQ : 20174806900, PART : N/A, SCAN N/A, CELL [2,6]
08:07:13:01 | I | Matching ok | SEQ : 20174807010, PART : N/A, SCAN N/A, CELL [1,1]
08:13:07:45 | I | Matching ok | SEQ : 20174807000, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:13:15:35 | I | Matching ok | SEQ : 20174806990, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:13:19:53 | I | Matching ok | SEQ : 20174806980, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:13:23:26 | I | Matching ok | SEQ : 20174806970, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
08:13:27:60 | I | Matching ok | SEQ : 20174806960, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
08:13:33:83 | I | Matching ok | SEQ : 20174807070, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
08:13:38:20 | I | Matching ok | SEQ : 20174807060, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:13:44:05 | I | Matching ok | SEQ : 20174807050, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:13:49:63 | I | Matching ok | SEQ : 20174807040, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
08:13:54:23 | I | Matching ok | SEQ : 20174807030, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:13:59:50 | I | Matching ok | SEQ : 20174807020, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:14:01:58 | I | Matching ok | SEQ : 20174807130, PART : N/A, SCAN N/A, CELL [1,1]
08:26:32:27 | I | Matching ok | SEQ : 20174807120, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:26:35:95 | W | Mismatching | SEQ : 20174807110, PART : 04578885AC, SCAN P52124713AD, CELL [1,3]
08:26:49:35 | I | Matching ok | SEQ : 20174807110, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
08:26:56:40 | I | Matching ok | SEQ : 20174807100, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:27:00:50 | I | Matching ok | SEQ : 20174807090, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
08:27:03:70 | I | Matching ok | SEQ : 20174807080, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
08:27:06:53 | W | Mismatching | SEQ : 20174807190, PART : 52124713AD, SCAN P04578885AC, CELL [2,1]
08:27:24:67 | I | Matching ok | SEQ : 20174807190, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
08:27:28:10 | I | Matching ok | SEQ : 20174807180, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
08:27:31:42 | I | Matching ok | SEQ : 20174807170, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:27:34:67 | I | Matching ok | SEQ : 20174807160, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
08:27:36:68 | I | Matching ok | SEQ : 20174807150, PART : N/A, SCAN N/A, CELL [2,5]
08:27:40:77 | I | Matching ok | SEQ : 20174807140, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:44:08:74 | I | Matching ok | SEQ : 20174807250, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
08:44:12:42 | I | Matching ok | SEQ : 20174807240, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:44:16:20 | I | Matching ok | SEQ : 20174807230, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:44:18:21 | I | Matching ok | SEQ : 20174807220, PART : N/A, SCAN N/A, CELL [1,4]
08:44:23:72 | I | Matching ok | SEQ : 20174807210, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
08:44:25:75 | I | Matching ok | SEQ : 20174807200, PART : N/A, SCAN N/A, CELL [1,6]
08:44:27:77 | I | Matching ok | SEQ : 20174807310, PART : N/A, SCAN N/A, CELL [2,1]
08:44:31:78 | I | Matching ok | SEQ : 20174807300, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:44:34:47 | I | Matching ok | SEQ : 20174807290, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
08:44:37:20 | I | Matching ok | SEQ : 20174807280, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
08:44:40:27 | I | Matching ok | SEQ : 20174807270, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:44:42:70 | I | Matching ok | SEQ : 20174807260, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
08:54:20:43 | I | Matching ok | SEQ : 20174807370, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
08:54:24:58 | I | Matching ok | SEQ : 20174807360, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:54:27:11 | I | Matching ok | SEQ : 20174807350, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:54:29:96 | I | Matching ok | SEQ : 20174807340, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:54:32:66 | I | Matching ok | SEQ : 20174807330, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
08:54:37:78 | I | Matching ok | SEQ : 20174807320, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
08:54:41:46 | I | Matching ok | SEQ : 20174807430, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
08:54:44:36 | I | Matching ok | SEQ : 20174807420, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:54:48:21 | I | Matching ok | SEQ : 20174807410, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:54:51:11 | I | Matching ok | SEQ : 20174807400, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
08:54:53:13 | I | Matching ok | SEQ : 20174807390, PART : N/A, SCAN N/A, CELL [2,5]
08:55:00:04 | I | Matching ok | SEQ : 20174807380, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
09:02:22:30 | I | Matching ok | SEQ : 20174807490, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:02:59:17 | I | Matching ok | SEQ : 20174807480, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:03:02:70 | I | Matching ok | SEQ : 20174807470, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:03:06:70 | I | Matching ok | SEQ : 20174807460, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:03:11:55 | I | Matching ok | SEQ : 20174807450, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:03:14:90 | I | Matching ok | SEQ : 20174807440, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:03:19:90 | I | Matching ok | SEQ : 20174807550, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:03:23:10 | I | Matching ok | SEQ : 20174807540, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:03:27:87 | I | Matching ok | SEQ : 20174807530, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:03:31:72 | I | Matching ok | SEQ : 20174807520, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
09:03:33:74 | I | Matching ok | SEQ : 20174807510, PART : N/A, SCAN N/A, CELL [2,5]
09:03:38:42 | I | Matching ok | SEQ : 20174807500, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
09:31:38:09 | W | Mismatching | SEQ : 20174807610, PART : 52124713AD, SCAN TQ41927C0740, CELL [1,1]
09:31:49:96 | I | Matching ok | SEQ : 20174807610, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:31:55:39 | I | Matching ok | SEQ : 20174807600, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
09:31:58:19 | I | Matching ok | SEQ : 20174807590, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
09:32:01:14 | I | Matching ok | SEQ : 20174807580, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:32:04:19 | I | Matching ok | SEQ : 20174807570, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:32:07:61 | I | Matching ok | SEQ : 20174807560, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
09:32:12:44 | I | Matching ok | SEQ : 20174807670, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:32:15:84 | I | Matching ok | SEQ : 20174807660, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:32:18:39 | W | Mismatching | SEQ : 20174807650, PART : 52124713AD, SCAN P04578885AC, CELL [2,3]
09:32:40:34 | I | Matching ok | SEQ : 20174807650, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:32:43:46 | W | Mismatching | SEQ : 20174807640, PART : 04578885AC, SCAN P52124713AD, CELL [2,4]
09:32:55:16 | I | Matching ok | SEQ : 20174807640, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
09:33:01:12 | I | Matching ok | SEQ : 20174807630, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:33:04:29 | I | Matching ok | SEQ : 20174807620, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:42:49:83 | I | Matching ok | SEQ : 20174807730, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:42:53:90 | I | Matching ok | SEQ : 20174807720, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
09:42:55:94 | I | Matching ok | SEQ : 20174807710, PART : N/A, SCAN N/A, CELL [1,3]
09:42:58:73 | I | Matching ok | SEQ : 20174807700, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:43:00:76 | I | Matching ok | SEQ : 20174807690, PART : N/A, SCAN N/A, CELL [1,5]
09:43:04:98 | I | Matching ok | SEQ : 20174807680, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
09:43:07:88 | I | Matching ok | SEQ : 20174807790, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:43:09:90 | I | Matching ok | SEQ : 20174807780, PART : N/A, SCAN N/A, CELL [2,2]
09:43:12:13 | I | Matching ok | SEQ : 20174807770, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
09:43:36:86 | I | Matching ok | SEQ : 20174807760, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
09:43:54:13 | I | Matching ok | SEQ : 20174807750, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
09:43:57:36 | I | Matching ok | SEQ : 20174807740, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
09:44:43:51 | I | Matching ok | SEQ : 20174807850, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
09:44:45:51 | I | Matching ok | SEQ : 20174807840, PART : N/A, SCAN N/A, CELL [1,2]
09:44:51:41 | I | Matching ok | SEQ : 20174807830, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:44:53:42 | I | Matching ok | SEQ : 20174807820, PART : N/A, SCAN N/A, CELL [1,4]
09:44:57:24 | I | Matching ok | SEQ : 20174807810, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:45:00:68 | I | Matching ok | SEQ : 20174807800, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:45:03:71 | I | Matching ok | SEQ : 20174807910, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:45:07:73 | I | Matching ok | SEQ : 20174807900, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:45:10:03 | I | Matching ok | SEQ : 20174807890, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:45:14:88 | I | Matching ok | SEQ : 20174807880, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
09:45:19:33 | I | Matching ok | SEQ : 20174807870, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:45:22:51 | I | Matching ok | SEQ : 20174807860, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
09:50:18:24 | W | Mismatching | SEQ : 20174807970, PART : 52124713AD, SCAN TQ41927C0765, CELL [1,1]
09:50:25:72 | W | Mismatching | SEQ : 20174807970, PART : 52124713AD, SCAN TQ41927C0766, CELL [1,1]
09:50:35:44 | I | Matching ok | SEQ : 20174807970, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:50:37:45 | I | Matching ok | SEQ : 20174807960, PART : N/A, SCAN N/A, CELL [1,2]
09:50:39:46 | I | Matching ok | SEQ : 20174807950, PART : N/A, SCAN N/A, CELL [1,3]
09:50:42:09 | I | Matching ok | SEQ : 20174807940, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:50:44:11 | I | Matching ok | SEQ : 20174807930, PART : N/A, SCAN N/A, CELL [1,5]
09:50:46:84 | I | Matching ok | SEQ : 20174807920, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:50:50:45 | I | Matching ok | SEQ : 20174808030, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:50:53:07 | I | Matching ok | SEQ : 20174808020, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:50:55:08 | I | Matching ok | SEQ : 20174808010, PART : N/A, SCAN N/A, CELL [2,3]
09:50:55:64 | I | Matching ok | SEQ : 20174808000, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
09:50:58:39 | I | Matching ok | SEQ : 20174807990, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:51:02:37 | I | Matching ok | SEQ : 20174807980, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:59:35:96 | I | Matching ok | SEQ : 20174808090, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:59:41:08 | I | Matching ok | SEQ : 20174808080, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
09:59:43:73 | I | Matching ok | SEQ : 20174808070, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:59:46:60 | I | Matching ok | SEQ : 20174808060, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:59:49:95 | I | Matching ok | SEQ : 20174808050, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:59:52:60 | I | Matching ok | SEQ : 20174808040, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
09:59:55:70 | I | Matching ok | SEQ : 20174808150, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
09:59:57:74 | I | Matching ok | SEQ : 20174808140, PART : N/A, SCAN N/A, CELL [2,2]
09:59:58:90 | W | Mismatching | SEQ : 20174808130, PART : N/A, SCAN P52124713AD, CELL [2,3]
09:59:59:77 | I | Matching ok | SEQ : 20174808130, PART : N/A, SCAN N/A, CELL [2,3]
10:00:01:31 | W | Mismatching | SEQ : 20174808120, PART : N/A, SCAN P52124713AD, CELL [2,4]
10:00:01:79 | I | Matching ok | SEQ : 20174808120, PART : N/A, SCAN N/A, CELL [2,4]
10:00:21:03 | I | Matching ok | SEQ : 20174808110, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
10:00:24:95 | I | Matching ok | SEQ : 20174808100, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
10:46:44:15 | I | Matching ok | SEQ : 20174808210, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
10:46:47:20 | I | Matching ok | SEQ : 20174808200, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
10:46:49:23 | I | Matching ok | SEQ : 20174808190, PART : N/A, SCAN N/A, CELL [1,3]
10:46:51:24 | I | Matching ok | SEQ : 20174808180, PART : N/A, SCAN N/A, CELL [1,4]
10:46:53:40 | I | Matching ok | SEQ : 20174808170, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
10:46:55:40 | I | Matching ok | SEQ : 20174808160, PART : N/A, SCAN N/A, CELL [1,6]
10:47:01:37 | I | Matching ok | SEQ : 20174808270, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
10:47:05:17 | I | Matching ok | SEQ : 20174808260, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
10:47:07:18 | I | Matching ok | SEQ : 20174808250, PART : N/A, SCAN N/A, CELL [2,3]
10:47:12:57 | I | Matching ok | SEQ : 20174808240, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
10:47:16:80 | W | Mismatching | SEQ : 20174808230, PART : 04578885AC, SCAN P52124713AD, CELL [2,5]
10:47:32:70 | I | Matching ok | SEQ : 20174808230, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
10:47:35:83 | I | Matching ok | SEQ : 20174808220, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
10:47:37:90 | I | Matching ok | SEQ : 20174808330, PART : N/A, SCAN N/A, CELL [1,1]
10:52:23:36 | I | Matching ok | SEQ : 20174808320, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
10:52:26:50 | I | Matching ok | SEQ : 20174808310, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
10:52:28:53 | I | Matching ok | SEQ : 20174808300, PART : N/A, SCAN N/A, CELL [1,4]
10:52:31:63 | I | Matching ok | SEQ : 20174808290, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
10:52:33:64 | I | Matching ok | SEQ : 20174808280, PART : N/A, SCAN N/A, CELL [1,6]
10:52:35:66 | I | Matching ok | SEQ : 20174808390, PART : N/A, SCAN N/A, CELL [2,1]
10:52:39:48 | I | Matching ok | SEQ : 20174808380, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
10:52:42:93 | I | Matching ok | SEQ : 20174808370, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
10:52:46:75 | I | Matching ok | SEQ : 20174808360, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
10:52:50:31 | I | Matching ok | SEQ : 20174808350, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
10:52:54:25 | I | Matching ok | SEQ : 20174808340, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
11:01:33:37 | I | Matching ok | SEQ : 20174808450, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
11:01:37:09 | I | Matching ok | SEQ : 20174808440, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
11:01:39:62 | I | Matching ok | SEQ : 20174808430, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
11:01:42:00 | I | Matching ok | SEQ : 20174808420, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
11:01:44:27 | I | Matching ok | SEQ : 20174808410, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
11:01:47:45 | I | Matching ok | SEQ : 20174808400, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
11:01:49:88 | I | Matching ok | SEQ : 20174808510, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
11:01:54:12 | I | Matching ok | SEQ : 20174808500, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
11:01:56:32 | I | Matching ok | SEQ : 20174808490, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
11:01:58:37 | I | Matching ok | SEQ : 20174808480, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
11:02:01:52 | I | Matching ok | SEQ : 20174808470, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
11:02:04:44 | I | Matching ok | SEQ : 20174808460, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
11:12:30:58 | I | Matching ok | SEQ : 20174808570, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
11:12:32:98 | I | Matching ok | SEQ : 20174808560, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
11:12:36:58 | I | Matching ok | SEQ : 20174808550, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
11:12:40:01 | I | Matching ok | SEQ : 20174808540, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
11:12:44:46 | I | Matching ok | SEQ : 20174808530, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
11:12:47:48 | I | Matching ok | SEQ : 20174808520, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
11:12:50:43 | I | Matching ok | SEQ : 20174808630, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
11:12:58:46 | I | Matching ok | SEQ : 20174808620, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
11:13:01:51 | I | Matching ok | SEQ : 20174808610, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
