05:18:47:51 | I | Matching ok | SEQ : 20174748810, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
10:50:22:68 | I | Matching ok | SEQ : 20174751100, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
10:58:56:94 | I | Matching ok | SEQ : 20174751210, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
10:59:06:21 | I | Matching ok | SEQ : 20174751200, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
10:59:09:34 | I | Matching ok | SEQ : 20174751190, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
10:59:12:14 | I | Matching ok | SEQ : 20174751180, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
10:59:14:76 | I | Matching ok | SEQ : 20174751170, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
10:59:16:97 | I | Matching ok | SEQ : 20174751160, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
10:59:19:49 | I | Matching ok | SEQ : 20174751270, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
10:59:21:97 | I | Matching ok | SEQ : 20174751260, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
10:59:24:81 | I | Matching ok | SEQ : 20174751250, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
10:59:27:07 | I | Matching ok | SEQ : 20174751240, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
10:59:29:54 | I | Matching ok | SEQ : 20174751230, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
10:59:31:56 | I | Matching ok | SEQ : 20174751220, PART : N/A, SCAN N/A, CELL [2,6]
11:10:42:55 | I | Matching ok | SEQ : 20174751330, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
11:10:46:83 | I | Matching ok | SEQ : 20174751320, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
11:10:51:46 | I | Matching ok | SEQ : 20174751310, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
11:10:55:58 | I | Matching ok | SEQ : 20174751300, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
11:10:59:61 | I | Matching ok | SEQ : 20174751290, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
11:11:05:15 | I | Matching ok | SEQ : 20174751280, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
11:11:09:26 | I | Matching ok | SEQ : 20174751390, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
11:11:14:98 | I | Matching ok | SEQ : 20174751380, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
11:11:16:99 | I | Matching ok | SEQ : 20174751370, PART : N/A, SCAN N/A, CELL [2,3]
11:11:20:75 | I | Matching ok | SEQ : 20174751360, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
11:11:24:86 | I | Matching ok | SEQ : 20174751350, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
11:11:26:87 | I | Matching ok | SEQ : 20174751340, PART : N/A, SCAN N/A, CELL [2,6]
11:21:11:97 | I | Matching ok | SEQ : 20174751450, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
11:21:13:99 | I | Matching ok | SEQ : 20174751440, PART : N/A, SCAN N/A, CELL [1,2]
11:21:18:44 | I | Matching ok | SEQ : 20174751430, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
11:21:22:37 | I | Matching ok | SEQ : 20174751420, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
11:21:24:38 | I | Matching ok | SEQ : 20174751410, PART : N/A, SCAN N/A, CELL [1,5]
11:21:30:40 | I | Matching ok | SEQ : 20174751400, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
11:21:35:84 | I | Matching ok | SEQ : 20174751510, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
11:21:39:45 | I | Matching ok | SEQ : 20174751500, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
11:21:41:48 | I | Matching ok | SEQ : 20174751490, PART : N/A, SCAN N/A, CELL [2,3]
11:21:45:52 | I | Matching ok | SEQ : 20174751480, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
11:21:49:37 | I | Matching ok | SEQ : 20174751470, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
11:21:55:17 | I | Matching ok | SEQ : 20174751460, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
11:35:33:49 | I | Matching ok | SEQ : 20174751570, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
11:35:37:64 | I | Matching ok | SEQ : 20174751560, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
11:35:44:99 | I | Matching ok | SEQ : 20174751550, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
11:35:52:52 | I | Matching ok | SEQ : 20174751540, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
11:36:01:99 | I | Matching ok | SEQ : 20174751530, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
11:36:08:44 | I | Matching ok | SEQ : 20174751520, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
11:36:10:87 | I | Matching ok | SEQ : 20174751630, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
11:36:13:77 | I | Matching ok | SEQ : 20174751620, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
11:36:16:25 | I | Matching ok | SEQ : 20174751610, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
11:36:19:25 | I | Matching ok | SEQ : 20174751600, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
11:36:21:44 | I | Matching ok | SEQ : 20174751590, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
11:36:23:48 | I | Matching ok | SEQ : 20174751580, PART : N/A, SCAN N/A, CELL [2,6]
11:45:21:78 | I | Matching ok | SEQ : 20174751690, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
11:45:25:00 | I | Matching ok | SEQ : 20174751680, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
11:45:28:31 | I | Matching ok | SEQ : 20174751670, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
11:45:31:75 | I | Matching ok | SEQ : 20174751660, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
11:45:35:50 | I | Matching ok | SEQ : 20174751650, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
11:45:38:53 | I | Matching ok | SEQ : 20174751640, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
11:45:42:30 | I | Matching ok | SEQ : 20174751750, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
11:45:46:11 | I | Matching ok | SEQ : 20174751740, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
11:45:49:66 | I | Matching ok | SEQ : 20174751730, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
11:45:53:70 | I | Matching ok | SEQ : 20174751720, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
11:45:57:46 | I | Matching ok | SEQ : 20174751710, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
11:46:01:23 | I | Matching ok | SEQ : 20174751700, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
11:53:32:97 | I | Matching ok | SEQ : 20174751810, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
11:53:34:99 | I | Matching ok | SEQ : 20174751800, PART : N/A, SCAN N/A, CELL [1,2]
11:53:38:89 | I | Matching ok | SEQ : 20174751790, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
11:53:42:64 | I | Matching ok | SEQ : 20174751780, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
11:53:46:62 | I | Matching ok | SEQ : 20174751770, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
11:53:50:92 | I | Matching ok | SEQ : 20174751760, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
11:53:54:94 | I | Matching ok | SEQ : 20174751870, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
11:54:02:27 | I | Matching ok | SEQ : 20174751860, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
11:54:07:62 | I | Matching ok | SEQ : 20174751850, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
11:54:12:77 | I | Matching ok | SEQ : 20174751840, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
11:54:17:02 | I | Matching ok | SEQ : 20174751830, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
11:54:22:92 | I | Matching ok | SEQ : 20174751820, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
12:15:54:87 | I | Matching ok | SEQ : 20174751930, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
12:15:58:58 | I | Matching ok | SEQ : 20174751920, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
12:16:01:77 | I | Matching ok | SEQ : 20174751910, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
12:16:10:75 | I | Matching ok | SEQ : 20174751900, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
12:16:14:25 | I | Matching ok | SEQ : 20174751890, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
12:16:17:77 | I | Matching ok | SEQ : 20174751880, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
12:16:21:55 | I | Matching ok | SEQ : 20174751990, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
12:16:25:07 | I | Matching ok | SEQ : 20174751980, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
12:16:29:00 | I | Matching ok | SEQ : 20174751970, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
12:16:32:38 | I | Matching ok | SEQ : 20174751960, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
12:16:35:25 | I | Matching ok | SEQ : 20174751950, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
12:16:38:32 | I | Matching ok | SEQ : 20174751940, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
12:30:25:45 | I | Matching ok | SEQ : 20174752050, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
12:30:29:14 | I | Matching ok | SEQ : 20174752040, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
12:30:31:16 | I | Matching ok | SEQ : 20174752030, PART : N/A, SCAN N/A, CELL [1,3]
12:30:33:18 | I | Matching ok | SEQ : 20174752020, PART : N/A, SCAN N/A, CELL [1,4]
12:30:37:80 | I | Matching ok | SEQ : 20174752010, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
12:30:41:94 | I | Matching ok | SEQ : 20174752000, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
12:30:45:00 | I | Matching ok | SEQ : 20174752110, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
12:30:49:22 | I | Matching ok | SEQ : 20174752100, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
12:30:53:22 | I | Matching ok | SEQ : 20174752090, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
12:30:56:92 | I | Matching ok | SEQ : 20174752080, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
12:31:00:97 | I | Matching ok | SEQ : 20174752070, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
12:31:04:92 | I | Matching ok | SEQ : 20174752060, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
12:31:06:99 | I | Matching ok | SEQ : 20174752170, PART : N/A, SCAN N/A, CELL [1,1]
12:43:09:06 | I | Matching ok | SEQ : 20174752160, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
12:43:12:86 | I | Matching ok | SEQ : 20174752150, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
12:43:16:59 | I | Matching ok | SEQ : 20174752140, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
12:43:20:29 | I | Matching ok | SEQ : 20174752130, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
12:43:23:96 | I | Matching ok | SEQ : 20174752120, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
12:43:27:69 | I | Matching ok | SEQ : 20174752230, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
12:43:31:17 | I | Matching ok | SEQ : 20174752220, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
12:43:34:96 | I | Matching ok | SEQ : 20174752210, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
12:43:38:64 | I | Matching ok | SEQ : 20174752200, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
12:43:42:46 | I | Matching ok | SEQ : 20174752190, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
12:43:46:01 | I | Matching ok | SEQ : 20174752180, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
12:55:13:58 | W | Mismatching | SEQ : 20174752290, PART : 04578885AC, SCAN P04578884AC, CELL [1,1]
12:55:39:08 | I | Matching ok | SEQ : 20174752290, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
12:55:42:75 | I | Matching ok | SEQ : 20174752280, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
12:55:47:66 | I | Matching ok | SEQ : 20174752270, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
12:55:51:36 | I | Matching ok | SEQ : 20174752260, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
12:56:00:33 | I | Matching ok | SEQ : 20174752250, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
12:56:04:06 | I | Matching ok | SEQ : 20174752240, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
12:56:10:36 | I | Matching ok | SEQ : 20174752350, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
12:56:14:36 | I | Matching ok | SEQ : 20174752340, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
12:56:17:81 | I | Matching ok | SEQ : 20174752330, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
12:56:22:39 | I | Matching ok | SEQ : 20174752320, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
12:56:25:66 | I | Matching ok | SEQ : 20174752310, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
12:56:28:71 | I | Matching ok | SEQ : 20174752300, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
13:02:41:24 | I | Matching ok | SEQ : 20174752410, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
13:02:53:07 | I | Matching ok | SEQ : 20174752400, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
13:02:55:09 | I | Matching ok | SEQ : 20174752390, PART : N/A, SCAN N/A, CELL [1,3]
13:03:00:39 | I | Matching ok | SEQ : 20174752380, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
13:03:04:94 | I | Matching ok | SEQ : 20174752370, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
13:03:06:96 | I | Matching ok | SEQ : 20174752360, PART : N/A, SCAN N/A, CELL [1,6]
13:03:10:82 | I | Matching ok | SEQ : 20174752470, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
13:03:12:84 | I | Matching ok | SEQ : 20174752460, PART : N/A, SCAN N/A, CELL [2,2]
13:03:16:44 | I | Matching ok | SEQ : 20174752450, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
13:03:20:39 | I | Matching ok | SEQ : 20174752440, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
13:03:24:19 | I | Matching ok | SEQ : 20174752430, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
13:03:28:27 | I | Matching ok | SEQ : 20174752420, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
13:08:50:92 | W | Mismatching | SEQ : 20174752530, PART : 04578885AC, SCAN P04578884AC, CELL [1,1]
13:23:00:47 | I | Matching ok | SEQ : 20174752530, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
13:23:02:49 | I | Matching ok | SEQ : 20174752520, PART : N/A, SCAN N/A, CELL [1,2]
13:23:08:90 | I | Matching ok | SEQ : 20174752510, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
13:23:11:59 | I | Matching ok | SEQ : 20174752500, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
13:23:14:59 | I | Matching ok | SEQ : 20174752490, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
13:23:17:37 | I | Matching ok | SEQ : 20174752480, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
13:23:20:79 | I | Matching ok | SEQ : 20174752590, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
13:23:22:81 | I | Matching ok | SEQ : 20174752580, PART : N/A, SCAN N/A, CELL [2,2]
13:23:24:84 | I | Matching ok | SEQ : 20174752570, PART : N/A, SCAN N/A, CELL [2,3]
13:23:28:22 | I | Matching ok | SEQ : 20174752560, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
13:23:35:60 | I | Matching ok | SEQ : 20174752550, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
13:23:40:14 | I | Matching ok | SEQ : 20174752540, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
13:23:42:20 | I | Matching ok | SEQ : 20174752650, PART : N/A, SCAN N/A, CELL [1,1]
13:27:59:18 | I | Matching ok | SEQ : 20174752640, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
13:28:02:90 | I | Matching ok | SEQ : 20174752630, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
13:28:05:83 | I | Matching ok | SEQ : 20174752620, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
13:28:07:86 | I | Matching ok | SEQ : 20174752610, PART : N/A, SCAN N/A, CELL [1,5]
13:28:11:20 | I | Matching ok | SEQ : 20174752600, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
13:28:14:60 | I | Matching ok | SEQ : 20174752710, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
13:28:19:73 | I | Matching ok | SEQ : 20174752700, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
13:28:23:20 | I | Matching ok | SEQ : 20174752690, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
13:28:25:22 | I | Matching ok | SEQ : 20174752680, PART : N/A, SCAN N/A, CELL [2,4]
13:28:27:23 | I | Matching ok | SEQ : 20174752670, PART : N/A, SCAN N/A, CELL [2,5]
13:28:31:50 | I | Matching ok | SEQ : 20174752660, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
13:58:47:47 | I | Matching ok | SEQ : 20174752770, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
13:58:49:92 | I | Matching ok | SEQ : 20174752760, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
13:58:52:32 | I | Matching ok | SEQ : 20174752750, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
13:58:55:42 | I | Matching ok | SEQ : 20174752740, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
13:58:58:43 | I | Matching ok | SEQ : 20174752730, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
13:59:00:45 | I | Matching ok | SEQ : 20174752720, PART : N/A, SCAN N/A, CELL [1,6]
13:59:03:10 | I | Matching ok | SEQ : 20174752830, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
13:59:05:11 | I | Matching ok | SEQ : 20174752820, PART : N/A, SCAN N/A, CELL [2,2]
13:59:10:65 | I | Matching ok | SEQ : 20174752810, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
13:59:12:66 | I | Matching ok | SEQ : 20174752800, PART : N/A, SCAN N/A, CELL [2,4]
13:59:16:52 | I | Matching ok | SEQ : 20174752790, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
13:59:21:10 | I | Matching ok | SEQ : 20174752780, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
14:11:07:54 | I | Matching ok | SEQ : 20174752890, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
14:11:11:34 | I | Matching ok | SEQ : 20174752880, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
14:11:15:32 | I | Matching ok | SEQ : 20174752870, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
14:11:17:33 | I | Matching ok | SEQ : 20174752860, PART : N/A, SCAN N/A, CELL [1,4]
14:11:20:04 | I | Matching ok | SEQ : 20174752850, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
14:11:25:39 | I | Matching ok | SEQ : 20174752840, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
14:11:27:41 | I | Matching ok | SEQ : 20174752950, PART : N/A, SCAN N/A, CELL [2,1]
14:11:31:34 | I | Matching ok | SEQ : 20174752940, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
14:11:36:41 | I | Matching ok | SEQ : 20174752930, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
14:11:40:36 | I | Matching ok | SEQ : 20174752920, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
14:11:42:39 | I | Matching ok | SEQ : 20174752910, PART : N/A, SCAN N/A, CELL [2,5]
14:11:46:72 | I | Matching ok | SEQ : 20174752900, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
14:24:29:01 | I | Matching ok | SEQ : 20174753010, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
14:24:33:11 | I | Matching ok | SEQ : 20174753000, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
14:24:36:46 | I | Matching ok | SEQ : 20174752990, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
14:24:40:03 | I | Matching ok | SEQ : 20174752980, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
14:24:44:36 | I | Matching ok | SEQ : 20174752970, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
14:24:46:37 | I | Matching ok | SEQ : 20174752960, PART : N/A, SCAN N/A, CELL [1,6]
14:24:48:73 | I | Matching ok | SEQ : 20174753070, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
14:24:53:86 | I | Matching ok | SEQ : 20174753060, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
14:24:58:81 | I | Matching ok | SEQ : 20174753050, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
14:25:04:21 | I | Matching ok | SEQ : 20174753040, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
14:25:08:21 | I | Matching ok | SEQ : 20174753030, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
14:25:12:23 | I | Matching ok | SEQ : 20174753020, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
14:45:43:37 | I | Matching ok | SEQ : 20174753130, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
14:45:45:39 | I | Matching ok | SEQ : 20174753120, PART : N/A, SCAN N/A, CELL [1,2]
14:45:48:59 | I | Matching ok | SEQ : 20174753110, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
14:45:50:60 | I | Matching ok | SEQ : 20174753100, PART : N/A, SCAN N/A, CELL [1,4]
14:45:56:62 | I | Matching ok | SEQ : 20174753090, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
14:45:58:64 | I | Matching ok | SEQ : 20174753080, PART : N/A, SCAN N/A, CELL [1,6]
14:46:08:04 | I | Matching ok | SEQ : 20174753190, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
14:46:18:89 | I | Matching ok | SEQ : 20174753180, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
14:46:30:81 | I | Matching ok | SEQ : 20174753170, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
14:46:49:84 | I | Matching ok | SEQ : 20174753160, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
14:46:51:86 | I | Matching ok | SEQ : 20174753150, PART : N/A, SCAN N/A, CELL [2,5]
14:46:55:91 | I | Matching ok | SEQ : 20174753140, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
16:27:42:88 | W | Mismatching | SEQ : 20174753250, PART : N/A, SCAN P52124713AD, CELL [1,1]
16:27:45:81 | W | Mismatching | SEQ : 20174753250, PART : N/A, SCAN TQ41997C0645, CELL [1,1]
16:27:55:10 | I | Program close
16:27:58:74 | I | Program start
16:28:05:46 | I | LogIn Scandata : [370225370225]
16:28:07:65 | I | Matching ok | SEQ : 20174753250, PART : N/A, SCAN N/A, CELL [1,1]
16:28:13:51 | I | Matching ok | SEQ : 20174753240, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
16:28:16:46 | I | Matching ok | SEQ : 20174753230, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
16:28:18:48 | I | Matching ok | SEQ : 20174753220, PART : N/A, SCAN N/A, CELL [1,4]
16:28:19:36 | I | Matching ok | SEQ : 20174753210, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
16:28:21:36 | I | Matching ok | SEQ : 20174753200, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
16:28:24:01 | I | Matching ok | SEQ : 20174753310, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
16:28:34:56 | I | Matching ok | SEQ : 20174753300, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
16:28:40:59 | I | Matching ok | SEQ : 20174753290, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
16:28:45:86 | I | Matching ok | SEQ : 20174753280, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
16:28:51:81 | I | Matching ok | SEQ : 20174753270, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
16:28:53:83 | I | Matching ok | SEQ : 20174753260, PART : N/A, SCAN N/A, CELL [2,6]
16:32:29:02 | I | Matching ok | SEQ : 20174753370, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
16:32:34:02 | I | Matching ok | SEQ : 20174753360, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
16:32:38:29 | I | Matching ok | SEQ : 20174753350, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
16:32:46:39 | I | Matching ok | SEQ : 20174753340, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
16:32:50:87 | I | Matching ok | SEQ : 20174753330, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
16:32:55:12 | I | Matching ok | SEQ : 20174753320, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
16:33:13:47 | I | Matching ok | SEQ : 20174753430, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
16:33:16:72 | I | Matching ok | SEQ : 20174753420, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
16:33:19:97 | I | Matching ok | SEQ : 20174753410, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
16:33:21:99 | I | Matching ok | SEQ : 20174753400, PART : N/A, SCAN N/A, CELL [2,4]
16:33:24:01 | I | Matching ok | SEQ : 20174753390, PART : N/A, SCAN N/A, CELL [2,5]
16:33:26:02 | I | Matching ok | SEQ : 20174753380, PART : N/A, SCAN N/A, CELL [2,6]
16:33:28:09 | I | Matching ok | SEQ : 20174753490, PART : N/A, SCAN N/A, CELL [1,1]
16:35:47:27 | I | Matching ok | SEQ : 20174753480, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
16:35:51:45 | I | Matching ok | SEQ : 20174753470, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
16:35:53:45 | I | Matching ok | SEQ : 20174753460, PART : N/A, SCAN N/A, CELL [1,4]
16:36:32:32 | I | Matching ok | SEQ : 20174753450, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
16:36:34:34 | I | Matching ok | SEQ : 20174753440, PART : N/A, SCAN N/A, CELL [1,6]
16:36:48:22 | I | Matching ok | SEQ : 20174753550, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
16:36:56:80 | I | Matching ok | SEQ : 20174753540, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
16:37:50:78 | I | Matching ok | SEQ : 20174753530, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
16:37:54:02 | I | Matching ok | SEQ : 20174753520, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
