00:14:39:49 | I | Matching ok | SEQ : 20174791890, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
05:57:40:85 | I | Matching ok | SEQ : 20174794220, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:57:44:85 | I | Matching ok | SEQ : 20174794210, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
05:57:48:10 | I | Matching ok | SEQ : 20174794200, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
05:57:50:68 | I | Matching ok | SEQ : 20174794190, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
05:57:52:70 | I | Matching ok | SEQ : 20174794180, PART : N/A, SCAN N/A, CELL [2,6]
05:57:54:77 | I | Matching ok | SEQ : 20174794290, PART : N/A, SCAN N/A, CELL [1,1]
05:57:56:78 | I | Matching ok | SEQ : 20174794280, PART : N/A, SCAN N/A, CELL [1,2]
05:57:58:81 | I | Matching ok | SEQ : 20174794270, PART : N/A, SCAN N/A, CELL [1,3]
06:10:41:52 | I | Matching ok | SEQ : 20174794260, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
06:10:49:10 | I | Matching ok | SEQ : 20174794250, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
06:10:52:17 | I | Matching ok | SEQ : 20174794240, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:10:55:40 | I | Matching ok | SEQ : 20174794350, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:10:57:41 | I | Matching ok | SEQ : 20174794340, PART : N/A, SCAN N/A, CELL [2,2]
06:11:03:07 | I | Matching ok | SEQ : 20174794330, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:11:05:09 | I | Matching ok | SEQ : 20174794320, PART : N/A, SCAN N/A, CELL [2,4]
06:11:20:30 | I | Matching ok | SEQ : 20174794310, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
06:11:31:57 | I | Matching ok | SEQ : 20174794300, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
06:22:13:99 | I | Matching ok | SEQ : 20174794410, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
06:22:17:99 | I | Matching ok | SEQ : 20174794400, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:22:24:14 | I | Matching ok | SEQ : 20174794390, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:22:26:16 | I | Matching ok | SEQ : 20174794380, PART : N/A, SCAN N/A, CELL [1,4]
06:22:32:17 | I | Matching ok | SEQ : 20174794370, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
06:22:37:06 | I | Matching ok | SEQ : 20174794360, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:22:40:52 | I | Matching ok | SEQ : 20174794470, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:22:42:54 | I | Matching ok | SEQ : 20174794460, PART : N/A, SCAN N/A, CELL [2,2]
06:22:49:21 | I | Matching ok | SEQ : 20174794450, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
06:22:59:54 | I | Matching ok | SEQ : 20174794440, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:23:35:99 | I | Matching ok | SEQ : 20174794430, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:23:41:42 | I | Matching ok | SEQ : 20174794420, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
06:35:15:46 | I | Matching ok | SEQ : 20174794530, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
06:35:17:49 | I | Matching ok | SEQ : 20174794520, PART : N/A, SCAN N/A, CELL [1,2]
06:35:20:14 | I | Matching ok | SEQ : 20174794510, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:35:24:01 | I | Matching ok | SEQ : 20174794500, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
06:35:30:98 | I | Matching ok | SEQ : 20174794490, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
06:35:34:74 | I | Matching ok | SEQ : 20174794480, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:35:37:59 | I | Matching ok | SEQ : 20174794590, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:35:39:61 | I | Matching ok | SEQ : 20174794580, PART : N/A, SCAN N/A, CELL [2,2]
06:35:52:76 | W | Mismatching | SEQ : 20174794570, PART : 04578885AC, SCAN P52124713AD, CELL [2,3]
06:36:09:83 | W | Mismatching | SEQ : 20174794570, PART : 04578885AC, SCAN P52124713AD, CELL [2,3]
06:36:23:01 | I | Matching ok | SEQ : 20174794570, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
06:36:26:09 | I | Matching ok | SEQ : 20174794560, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:36:29:56 | I | Matching ok | SEQ : 20174794550, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:36:32:93 | I | Matching ok | SEQ : 20174794540, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:44:48:45 | I | Matching ok | SEQ : 20174794650, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:44:50:48 | I | Matching ok | SEQ : 20174794640, PART : N/A, SCAN N/A, CELL [1,2]
06:45:00:27 | W | Mismatching | SEQ : 20174794630, PART : 04578885AC, SCAN P52124713AD, CELL [1,3]
06:45:45:72 | W | Mismatching | SEQ : 20174794630, PART : 04578885AC, SCAN P52124713AD, CELL [1,3]
06:45:58:37 | I | Matching ok | SEQ : 20174794630, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
06:46:02:83 | I | Matching ok | SEQ : 20174794620, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
06:46:07:97 | I | Matching ok | SEQ : 20174794610, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:46:14:55 | I | Matching ok | SEQ : 20174794600, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
06:46:16:58 | I | Matching ok | SEQ : 20174794710, PART : N/A, SCAN N/A, CELL [2,1]
06:46:25:72 | I | Matching ok | SEQ : 20174794700, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
06:46:39:10 | I | Matching ok | SEQ : 20174794690, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:46:42:00 | I | Matching ok | SEQ : 20174794680, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:46:49:83 | I | Matching ok | SEQ : 20174794670, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
06:46:56:05 | I | Matching ok | SEQ : 20174794660, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:46:58:27 | I | Matching ok | SEQ : 20174794770, PART : N/A, SCAN N/A, CELL [1,1]
06:56:58:01 | I | Matching ok | SEQ : 20174794760, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:57:03:86 | I | Matching ok | SEQ : 20174794750, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
06:57:06:96 | I | Matching ok | SEQ : 20174794740, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
06:57:25:21 | I | Matching ok | SEQ : 20174794730, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:57:29:74 | I | Matching ok | SEQ : 20174794720, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:57:40:57 | I | Matching ok | SEQ : 20174794830, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:57:42:59 | I | Matching ok | SEQ : 20174794820, PART : N/A, SCAN N/A, CELL [2,2]
06:57:47:37 | I | Matching ok | SEQ : 20174794810, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:58:44:92 | I | Matching ok | SEQ : 20174794800, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:58:48:47 | I | Matching ok | SEQ : 20174794790, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:58:57:67 | I | Matching ok | SEQ : 20174794780, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
07:26:55:91 | I | Matching ok | SEQ : 20174794890, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:26:59:91 | I | Matching ok | SEQ : 20174794880, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:27:04:03 | I | Matching ok | SEQ : 20174794870, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
07:27:08:41 | I | Matching ok | SEQ : 20174794860, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:27:11:28 | I | Matching ok | SEQ : 20174794850, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:27:14:08 | I | Matching ok | SEQ : 20174794840, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
07:27:16:10 | I | Matching ok | SEQ : 20174794950, PART : N/A, SCAN N/A, CELL [2,1]
07:27:18:12 | I | Matching ok | SEQ : 20174794940, PART : N/A, SCAN N/A, CELL [2,2]
07:27:51:81 | I | Matching ok | SEQ : 20174794930, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
07:27:54:69 | I | Matching ok | SEQ : 20174794920, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
07:27:57:81 | I | Matching ok | SEQ : 20174794910, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
07:28:00:89 | I | Matching ok | SEQ : 20174794900, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
07:38:09:13 | I | Matching ok | SEQ : 20174795010, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:38:15:50 | I | Matching ok | SEQ : 20174795000, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
07:38:19:70 | I | Matching ok | SEQ : 20174794990, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
07:38:23:52 | I | Matching ok | SEQ : 20174794980, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:38:28:55 | I | Matching ok | SEQ : 20174794970, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
07:38:30:57 | I | Matching ok | SEQ : 20174794960, PART : N/A, SCAN N/A, CELL [1,6]
07:38:35:52 | I | Matching ok | SEQ : 20174795070, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
07:38:39:50 | I | Matching ok | SEQ : 20174795060, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:38:43:17 | I | Matching ok | SEQ : 20174795050, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
07:39:22:95 | W | Mismatching | SEQ : 20174795040, PART : 52124713AD, SCAN P04578885AC, CELL [2,4]
07:39:31:08 | I | Matching ok | SEQ : 20174795040, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
07:39:35:03 | I | Matching ok | SEQ : 20174795030, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
07:39:39:02 | W | Mismatching | SEQ : 20174795020, PART : 52124713AD, SCAN P04578885AC, CELL [2,6]
07:39:56:68 | I | Matching ok | SEQ : 20174795020, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
07:47:46:31 | I | Matching ok | SEQ : 20174795130, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:47:51:57 | I | Matching ok | SEQ : 20174795120, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:47:59:26 | W | Mismatching | SEQ : 20174795110, PART : 52124713AD, SCAN P04578885AC, CELL [1,3]
07:48:09:22 | W | Mismatching | SEQ : 20174795110, PART : 52124713AD, SCAN P04578885AC, CELL [1,3]
07:48:17:19 | I | Matching ok | SEQ : 20174795110, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
07:48:19:21 | I | Matching ok | SEQ : 20174795100, PART : N/A, SCAN N/A, CELL [1,4]
07:48:21:86 | W | Mismatching | SEQ : 20174795090, PART : 52124713AD, SCAN P04578885AC, CELL [1,5]
07:48:38:31 | W | Mismatching | SEQ : 20174795090, PART : 52124713AD, SCAN P04578885AC, CELL [1,5]
07:48:52:84 | I | Matching ok | SEQ : 20174795090, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
07:48:56:04 | I | Matching ok | SEQ : 20174795080, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
07:48:59:64 | I | Matching ok | SEQ : 20174795190, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
07:49:01:66 | I | Matching ok | SEQ : 20174795180, PART : N/A, SCAN N/A, CELL [2,2]
07:49:03:67 | I | Matching ok | SEQ : 20174795170, PART : N/A, SCAN N/A, CELL [2,3]
07:49:11:22 | I | Matching ok | SEQ : 20174795160, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
07:49:13:25 | I | Matching ok | SEQ : 20174795150, PART : N/A, SCAN N/A, CELL [2,5]
07:49:16:94 | I | Matching ok | SEQ : 20174795140, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
08:01:10:63 | I | Matching ok | SEQ : 20174795250, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
08:01:16:94 | W | Mismatching | SEQ : 20174795240, PART : 04578885AC, SCAN P52124713AD, CELL [1,2]
08:01:25:98 | W | Mismatching | SEQ : 20174795240, PART : 04578885AC, SCAN P52124713AD, CELL [1,2]
08:01:55:51 | I | Matching ok | SEQ : 20174795240, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
08:01:59:38 | I | Matching ok | SEQ : 20174795230, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:02:01:86 | I | Matching ok | SEQ : 20174795220, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:02:04:16 | I | Matching ok | SEQ : 20174795210, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
08:02:06:33 | W | Mismatching | SEQ : 20174795200, PART : 04578885AC, SCAN P52124713AD, CELL [1,6]
08:02:16:78 | I | Matching ok | SEQ : 20174795200, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
08:02:19:86 | W | Mismatching | SEQ : 20174795310, PART : 04578885AC, SCAN P52124713AD, CELL [2,1]
08:02:41:09 | I | Matching ok | SEQ : 20174795310, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
08:02:44:06 | I | Matching ok | SEQ : 20174795300, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
08:02:46:34 | W | Mismatching | SEQ : 20174795290, PART : 52124713AD, SCAN P04578885AC, CELL [2,3]
08:02:58:53 | W | Mismatching | SEQ : 20174795290, PART : 52124713AD, SCAN P04578885AC, CELL [2,3]
08:03:10:38 | I | Matching ok | SEQ : 20174795290, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:03:13:94 | I | Matching ok | SEQ : 20174795280, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
08:03:18:41 | I | Matching ok | SEQ : 20174795270, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:03:20:87 | I | Matching ok | SEQ : 20174795260, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:15:35:53 | I | Matching ok | SEQ : 20174795370, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
08:15:41:56 | I | Matching ok | SEQ : 20174795360, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:15:45:28 | I | Matching ok | SEQ : 20174795350, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
08:15:52:80 | I | Matching ok | SEQ : 20174795340, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:15:56:23 | I | Matching ok | SEQ : 20174795330, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
08:15:59:51 | I | Matching ok | SEQ : 20174795320, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
08:16:01:54 | I | Matching ok | SEQ : 20174795430, PART : N/A, SCAN N/A, CELL [2,1]
08:16:24:70 | I | Matching ok | SEQ : 20174795420, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:16:27:13 | I | Matching ok | SEQ : 20174795410, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
08:16:29:36 | I | Matching ok | SEQ : 20174795400, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
08:16:32:73 | I | Matching ok | SEQ : 20174795390, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:16:37:81 | I | Matching ok | SEQ : 20174795380, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
08:16:39:90 | I | Matching ok | SEQ : 20174795490, PART : N/A, SCAN N/A, CELL [1,1]
08:18:35:51 | I | Matching ok | SEQ : 20174795480, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:18:39:91 | I | Matching ok | SEQ : 20174795470, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:18:45:61 | I | Matching ok | SEQ : 20174795460, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
08:18:50:56 | I | Matching ok | SEQ : 20174795450, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
08:18:55:88 | I | Matching ok | SEQ : 20174795440, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
08:18:57:90 | I | Matching ok | SEQ : 20174795550, PART : N/A, SCAN N/A, CELL [2,1]
08:19:01:51 | I | Matching ok | SEQ : 20174795540, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:19:03:53 | I | Matching ok | SEQ : 20174795530, PART : N/A, SCAN N/A, CELL [2,3]
08:20:11:43 | I | Matching ok | SEQ : 20174795520, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
08:20:17:86 | I | Matching ok | SEQ : 20174795510, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:20:27:63 | I | Matching ok | SEQ : 20174795500, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
08:27:00:15 | I | Matching ok | SEQ : 20174795610, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
08:27:03:42 | I | Matching ok | SEQ : 20174795600, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:27:07:52 | I | Matching ok | SEQ : 20174795590, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:27:10:72 | W | Mismatching | SEQ : 20174795580, PART : 04578885AC, SCAN 4578885AC, CELL [1,4]
08:27:24:57 | W | Mismatching | SEQ : 20174795580, PART : 04578885AC, SCAN P52124713AD, CELL [1,4]
08:27:34:22 | I | Matching ok | SEQ : 20174795580, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
08:27:37:47 | I | Matching ok | SEQ : 20174795570, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
08:27:40:89 | I | Matching ok | SEQ : 20174795560, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
08:27:44:42 | I | Matching ok | SEQ : 20174795670, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
08:27:49:72 | I | Matching ok | SEQ : 20174795660, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:27:51:74 | I | Matching ok | SEQ : 20174795650, PART : N/A, SCAN N/A, CELL [2,3]
08:27:58:79 | I | Matching ok | SEQ : 20174795640, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
08:28:06:24 | I | Matching ok | SEQ : 20174795630, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:28:12:07 | I | Matching ok | SEQ : 20174795620, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
08:45:00:95 | I | Matching ok | SEQ : 20174795730, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
08:45:04:57 | I | Matching ok | SEQ : 20174795720, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
08:45:08:97 | I | Matching ok | SEQ : 20174795710, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:45:11:59 | I | Matching ok | SEQ : 20174795700, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:45:13:97 | I | Matching ok | SEQ : 20174795690, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
08:45:16:01 | I | Matching ok | SEQ : 20174795680, PART : N/A, SCAN N/A, CELL [1,6]
08:45:18:32 | I | Matching ok | SEQ : 20174795790, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
08:45:20:77 | I | Matching ok | SEQ : 20174795780, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:45:40:12 | I | Matching ok | SEQ : 20174795770, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:45:44:77 | I | Matching ok | SEQ : 20174795760, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
08:45:50:49 | I | Matching ok | SEQ : 20174795750, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:45:52:72 | I | Matching ok | SEQ : 20174795740, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:55:35:96 | I | Matching ok | SEQ : 20174795850, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
08:55:39:13 | I | Matching ok | SEQ : 20174795840, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
08:55:43:58 | I | Matching ok | SEQ : 20174795830, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:55:45:60 | I | Matching ok | SEQ : 20174795820, PART : N/A, SCAN N/A, CELL [1,4]
08:55:50:21 | I | Matching ok | SEQ : 20174795810, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
08:55:53:99 | I | Matching ok | SEQ : 20174795800, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
08:55:57:81 | I | Matching ok | SEQ : 20174795910, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
08:55:59:82 | I | Matching ok | SEQ : 20174795900, PART : N/A, SCAN N/A, CELL [2,2]
08:56:06:13 | I | Matching ok | SEQ : 20174795890, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:56:09:64 | W | Mismatching | SEQ : 20174795880, PART : 04578885AC, SCAN P52124713AD, CELL [2,4]
08:56:21:59 | I | Matching ok | SEQ : 20174795880, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
08:56:25:11 | I | Matching ok | SEQ : 20174795870, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:56:28:41 | I | Matching ok | SEQ : 20174795860, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:56:30:48 | I | Matching ok | SEQ : 20174795970, PART : N/A, SCAN N/A, CELL [1,1]
09:04:02:25 | I | Matching ok | SEQ : 20174795960, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:04:06:90 | I | Matching ok | SEQ : 20174795950, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:04:11:25 | I | Matching ok | SEQ : 20174795940, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
09:04:15:10 | I | Matching ok | SEQ : 20174795930, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:04:18:32 | I | Matching ok | SEQ : 20174795920, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:04:21:80 | I | Matching ok | SEQ : 20174796030, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:04:25:15 | I | Matching ok | SEQ : 20174796020, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
09:04:28:63 | I | Matching ok | SEQ : 20174796010, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:04:30:65 | I | Matching ok | SEQ : 20174796000, PART : N/A, SCAN N/A, CELL [2,4]
09:04:33:37 | I | Matching ok | SEQ : 20174795990, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:04:37:67 | I | Matching ok | SEQ : 20174795980, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:14:18:66 | I | Matching ok | SEQ : 20174796090, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
09:14:21:36 | I | Matching ok | SEQ : 20174796080, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
09:14:25:76 | I | Matching ok | SEQ : 20174796070, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:14:29:16 | I | Matching ok | SEQ : 20174796060, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
09:14:31:18 | I | Matching ok | SEQ : 20174796050, PART : N/A, SCAN N/A, CELL [1,5]
09:14:33:46 | I | Matching ok | SEQ : 20174796040, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:14:38:22 | I | Matching ok | SEQ : 20174796150, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:14:40:22 | I | Matching ok | SEQ : 20174796140, PART : N/A, SCAN N/A, CELL [2,2]
09:14:53:94 | I | Matching ok | SEQ : 20174796130, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:14:55:96 | I | Matching ok | SEQ : 20174796120, PART : N/A, SCAN N/A, CELL [2,4]
09:14:59:14 | I | Matching ok | SEQ : 20174796110, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:15:01:14 | I | Matching ok | SEQ : 20174796100, PART : N/A, SCAN N/A, CELL [2,6]
09:22:43:77 | I | Matching ok | SEQ : 20174796210, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:22:47:95 | I | Matching ok | SEQ : 20174796200, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
09:22:51:57 | I | Matching ok | SEQ : 20174796190, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:22:54:90 | I | Matching ok | SEQ : 20174796180, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:22:58:35 | I | Matching ok | SEQ : 20174796170, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:23:02:20 | I | Matching ok | SEQ : 20174796160, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:23:04:22 | I | Matching ok | SEQ : 20174796270, PART : N/A, SCAN N/A, CELL [2,1]
09:23:07:42 | I | Matching ok | SEQ : 20174796260, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
09:23:12:20 | I | Matching ok | SEQ : 20174796250, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:23:17:82 | I | Matching ok | SEQ : 20174796240, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
09:23:19:86 | I | Matching ok | SEQ : 20174796230, PART : N/A, SCAN N/A, CELL [2,5]
09:23:21:89 | I | Matching ok | SEQ : 20174796220, PART : N/A, SCAN N/A, CELL [2,6]
09:29:46:06 | I | Matching ok | SEQ : 20174796330, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:29:49:66 | I | Matching ok | SEQ : 20174796320, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:29:53:51 | I | Matching ok | SEQ : 20174796310, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:29:55:58 | I | Matching ok | SEQ : 20174796300, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:29:57:62 | I | Matching ok | SEQ : 20174796290, PART : N/A, SCAN N/A, CELL [1,5]
09:29:59:81 | I | Matching ok | SEQ : 20174796280, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:30:10:71 | I | Matching ok | SEQ : 20174796390, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:30:14:98 | I | Matching ok | SEQ : 20174796380, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:30:17:78 | I | Matching ok | SEQ : 20174796370, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:30:19:80 | I | Matching ok | SEQ : 20174796360, PART : N/A, SCAN N/A, CELL [2,4]
09:30:21:89 | I | Matching ok | SEQ : 20174796350, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:30:25:86 | I | Matching ok | SEQ : 20174796340, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
09:43:54:70 | I | Matching ok | SEQ : 20174796450, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:43:58:51 | I | Matching ok | SEQ : 20174796440, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:44:01:35 | I | Matching ok | SEQ : 20174796430, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
09:44:06:88 | I | Matching ok | SEQ : 20174796420, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
