00:00:04:15 | I | Matching ok | SEQ : 20174634880, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
04:16:43:61 | I | Matching ok | SEQ : 20174637260, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
04:16:48:53 | I | Matching ok | SEQ : 20174637250, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
04:16:53:69 | W | Mismatching | SEQ : 20174637240, PART : 68193661AB, SCAN P68193659AA, CELL [2,4]
04:17:11:64 | W | Mismatching | SEQ : 20174637240, PART : 68193661AB, SCAN P68193659AA, CELL [2,4]
04:17:46:24 | I | Matching ok | SEQ : 20174637240, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
04:17:48:26 | I | Matching ok | SEQ : 20174637230, PART : N/A, SCAN N/A, CELL [2,5]
04:17:51:64 | I | Matching ok | SEQ : 20174637220, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
04:30:08:71 | I | Matching ok | SEQ : 20174637330, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
04:30:12:51 | I | Matching ok | SEQ : 20174637320, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
04:30:36:83 | I | Matching ok | SEQ : 20174637310, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
04:30:38:84 | I | Matching ok | SEQ : 20174637300, PART : N/A, SCAN N/A, CELL [1,4]
04:30:51:49 | I | Matching ok | SEQ : 20174637290, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
04:30:59:61 | I | Matching ok | SEQ : 20174637280, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
04:31:13:48 | I | Matching ok | SEQ : 20174637390, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
04:31:31:41 | I | Matching ok | SEQ : 20174637380, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
04:31:33:43 | I | Matching ok | SEQ : 20174637370, PART : N/A, SCAN N/A, CELL [2,3]
04:31:43:46 | I | Matching ok | SEQ : 20174637360, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
04:32:08:41 | I | Matching ok | SEQ : 20174637350, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
04:32:29:89 | I | Matching ok | SEQ : 20174637340, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
04:42:34:96 | I | Matching ok | SEQ : 20174637450, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
04:42:40:20 | I | Matching ok | SEQ : 20174637440, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
04:42:46:78 | I | Matching ok | SEQ : 20174637430, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
04:42:48:79 | I | Matching ok | SEQ : 20174637420, PART : N/A, SCAN N/A, CELL [1,4]
04:42:55:68 | I | Matching ok | SEQ : 20174637410, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
04:43:05:55 | I | Matching ok | SEQ : 20174637400, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
04:43:11:48 | I | Matching ok | SEQ : 20174637510, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
04:43:22:28 | I | Matching ok | SEQ : 20174637500, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
04:43:29:76 | I | Matching ok | SEQ : 20174637490, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
04:43:39:80 | I | Matching ok | SEQ : 20174637480, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
04:43:46:60 | I | Matching ok | SEQ : 20174637470, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
04:43:48:61 | I | Matching ok | SEQ : 20174637460, PART : N/A, SCAN N/A, CELL [2,6]
05:03:45:66 | I | Matching ok | SEQ : 20174637570, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
05:04:00:13 | I | Matching ok | SEQ : 20174637560, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
05:04:13:11 | I | Matching ok | SEQ : 20174637550, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:04:15:12 | I | Matching ok | SEQ : 20174637540, PART : N/A, SCAN N/A, CELL [1,4]
05:04:22:21 | I | Matching ok | SEQ : 20174637530, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
05:04:48:33 | I | Matching ok | SEQ : 20174637520, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
05:04:52:36 | I | Matching ok | SEQ : 20174637630, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:05:04:93 | I | Matching ok | SEQ : 20174637620, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
05:05:22:18 | I | Matching ok | SEQ : 20174637610, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
05:05:49:43 | I | Matching ok | SEQ : 20174637600, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
05:05:56:41 | I | Matching ok | SEQ : 20174637590, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
05:05:58:44 | I | Matching ok | SEQ : 20174637580, PART : N/A, SCAN N/A, CELL [2,6]
05:06:00:50 | I | Matching ok | SEQ : 20174637690, PART : N/A, SCAN N/A, CELL [1,1]
05:16:08:52 | I | Matching ok | SEQ : 20174637680, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
05:16:11:35 | I | Matching ok | SEQ : 20174637670, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:16:14:27 | I | Matching ok | SEQ : 20174637660, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
05:16:16:57 | I | Matching ok | SEQ : 20174637650, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
05:16:19:07 | I | Matching ok | SEQ : 20174637640, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
05:16:21:12 | I | Matching ok | SEQ : 20174637750, PART : N/A, SCAN N/A, CELL [2,1]
05:16:41:80 | I | Matching ok | SEQ : 20174637740, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:16:45:25 | I | Matching ok | SEQ : 20174637730, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
05:16:56:80 | I | Matching ok | SEQ : 20174637720, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
05:17:04:37 | I | Matching ok | SEQ : 20174637710, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
05:17:08:63 | I | Matching ok | SEQ : 20174637700, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
06:23:48:62 | I | Matching ok | SEQ : 20174637810, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:24:31:57 | W | Mismatching | SEQ : 20174637800, PART : 04578885AC, SCAN P52124713AD, CELL [1,2]
06:25:06:72 | I | Matching ok | SEQ : 20174637800, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
06:25:08:74 | I | Matching ok | SEQ : 20174637790, PART : N/A, SCAN N/A, CELL [1,3]
06:25:12:90 | I | Matching ok | SEQ : 20174637780, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
06:25:17:15 | I | Matching ok | SEQ : 20174637770, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
06:25:20:65 | I | Matching ok | SEQ : 20174637760, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:25:23:82 | I | Matching ok | SEQ : 20174637870, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
06:25:28:97 | I | Matching ok | SEQ : 20174637860, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
06:25:37:70 | I | Matching ok | SEQ : 20174637850, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:25:44:72 | I | Matching ok | SEQ : 20174637840, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
06:25:46:74 | I | Matching ok | SEQ : 20174637830, PART : N/A, SCAN N/A, CELL [2,5]
06:25:56:38 | I | Matching ok | SEQ : 20174637820, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
06:41:13:07 | I | Matching ok | SEQ : 20174637930, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
06:41:15:87 | I | Matching ok | SEQ : 20174637920, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:41:17:89 | I | Matching ok | SEQ : 20174637910, PART : N/A, SCAN N/A, CELL [1,3]
06:41:24:55 | W | Mismatching | SEQ : 20174637900, PART : 04578885AC, SCAN P52124713AD, CELL [1,4]
06:41:37:57 | I | Matching ok | SEQ : 20174637900, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
06:41:40:07 | I | Matching ok | SEQ : 20174637890, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:41:42:32 | I | Matching ok | SEQ : 20174637880, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:41:45:47 | I | Matching ok | SEQ : 20174637990, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:41:48:10 | I | Matching ok | SEQ : 20174637980, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
06:41:50:90 | I | Matching ok | SEQ : 20174637970, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
06:41:53:42 | I | Matching ok | SEQ : 20174637960, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
06:41:55:77 | I | Matching ok | SEQ : 20174637950, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:41:57:95 | I | Matching ok | SEQ : 20174637940, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
06:53:26:61 | I | Matching ok | SEQ : 20174638050, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
06:53:28:65 | I | Matching ok | SEQ : 20174638040, PART : N/A, SCAN N/A, CELL [1,2]
06:53:34:41 | I | Matching ok | SEQ : 20174638030, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
06:53:37:82 | I | Matching ok | SEQ : 20174638020, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
06:53:40:91 | I | Matching ok | SEQ : 20174638010, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
06:53:43:69 | I | Matching ok | SEQ : 20174638000, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
06:53:47:06 | I | Matching ok | SEQ : 20174638110, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
06:53:50:04 | I | Matching ok | SEQ : 20174638100, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
06:53:52:69 | I | Matching ok | SEQ : 20174638090, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
06:53:56:29 | I | Matching ok | SEQ : 20174638080, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
06:53:59:89 | I | Matching ok | SEQ : 20174638070, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:54:02:74 | I | Matching ok | SEQ : 20174638060, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
07:06:30:26 | I | Matching ok | SEQ : 20174638170, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
07:06:32:63 | I | Matching ok | SEQ : 20174638160, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:06:35:26 | I | Matching ok | SEQ : 20174638150, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
07:06:37:58 | I | Matching ok | SEQ : 20174638140, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
07:06:40:14 | I | Matching ok | SEQ : 20174638130, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:06:42:16 | I | Matching ok | SEQ : 20174638120, PART : N/A, SCAN N/A, CELL [1,6]
07:06:45:13 | I | Matching ok | SEQ : 20174638230, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
07:06:48:16 | I | Matching ok | SEQ : 20174638220, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
07:06:50:88 | I | Matching ok | SEQ : 20174638210, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
07:06:53:56 | I | Matching ok | SEQ : 20174638200, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
07:06:56:56 | I | Matching ok | SEQ : 20174638190, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
07:06:58:76 | I | Matching ok | SEQ : 20174638180, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
07:14:40:30 | W | Mismatching | SEQ : 20174638290, PART : 04578885AC, SCAN P52124713AD, CELL [1,1]
07:15:09:25 | I | Matching ok | SEQ : 20174638290, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
07:15:11:84 | I | Matching ok | SEQ : 20174638280, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:15:13:86 | I | Matching ok | SEQ : 20174638270, PART : N/A, SCAN N/A, CELL [1,3]
07:15:17:29 | I | Matching ok | SEQ : 20174638260, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:15:19:30 | I | Matching ok | SEQ : 20174638250, PART : N/A, SCAN N/A, CELL [1,5]
07:15:23:44 | I | Matching ok | SEQ : 20174638240, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
07:15:26:37 | I | Matching ok | SEQ : 20174638350, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
07:15:28:38 | I | Matching ok | SEQ : 20174638340, PART : N/A, SCAN N/A, CELL [2,2]
07:15:32:52 | I | Matching ok | SEQ : 20174638330, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
07:15:43:09 | I | Matching ok | SEQ : 20174638320, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:15:46:42 | I | Matching ok | SEQ : 20174638310, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
07:15:50:05 | I | Matching ok | SEQ : 20174638300, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
07:15:52:11 | I | Matching ok | SEQ : 20174638410, PART : N/A, SCAN N/A, CELL [1,1]
07:22:33:86 | I | Matching ok | SEQ : 20174638400, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
07:22:37:38 | I | Matching ok | SEQ : 20174638390, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
07:22:39:66 | I | Matching ok | SEQ : 20174638380, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:22:42:41 | I | Matching ok | SEQ : 20174638370, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:22:46:16 | I | Matching ok | SEQ : 20174638360, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
07:22:48:75 | I | Matching ok | SEQ : 20174638470, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
07:22:51:76 | I | Matching ok | SEQ : 20174638460, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:22:54:26 | I | Matching ok | SEQ : 20174638450, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
07:22:56:26 | I | Matching ok | SEQ : 20174638440, PART : N/A, SCAN N/A, CELL [2,4]
07:23:01:13 | I | Matching ok | SEQ : 20174638430, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
07:23:03:14 | I | Matching ok | SEQ : 20174638420, PART : N/A, SCAN N/A, CELL [2,6]
07:33:37:55 | I | Matching ok | SEQ : 20174638530, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:33:40:35 | I | Matching ok | SEQ : 20174638520, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
07:33:42:36 | I | Matching ok | SEQ : 20174638510, PART : N/A, SCAN N/A, CELL [1,3]
07:33:47:33 | I | Matching ok | SEQ : 20174638500, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:33:51:57 | I | Matching ok | SEQ : 20174638490, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
07:33:54:20 | I | Matching ok | SEQ : 20174638480, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
07:34:00:07 | I | Matching ok | SEQ : 20174638590, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
07:34:02:90 | I | Matching ok | SEQ : 20174638580, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
07:34:04:91 | I | Matching ok | SEQ : 20174638570, PART : N/A, SCAN N/A, CELL [2,3]
07:34:08:00 | I | Matching ok | SEQ : 20174638560, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
07:34:11:27 | I | Matching ok | SEQ : 20174638550, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
07:34:13:90 | I | Matching ok | SEQ : 20174638540, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
07:42:01:06 | I | Matching ok | SEQ : 20174638650, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
07:42:05:28 | I | Matching ok | SEQ : 20174638640, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:42:07:43 | I | Matching ok | SEQ : 20174638630, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
07:42:10:63 | I | Matching ok | SEQ : 20174638620, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
07:42:14:09 | I | Matching ok | SEQ : 20174638610, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:42:20:49 | I | Matching ok | SEQ : 20174638600, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
07:42:22:50 | I | Matching ok | SEQ : 20174638710, PART : N/A, SCAN N/A, CELL [2,1]
07:42:25:01 | I | Matching ok | SEQ : 20174638700, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:42:28:21 | I | Matching ok | SEQ : 20174638690, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
07:42:31:09 | I | Matching ok | SEQ : 20174638680, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:42:33:83 | I | Matching ok | SEQ : 20174638670, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
07:42:36:61 | I | Matching ok | SEQ : 20174638660, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
07:42:38:66 | I | Matching ok | SEQ : 20174638770, PART : N/A, SCAN N/A, CELL [1,1]
07:42:40:69 | I | Matching ok | SEQ : 20174638760, PART : N/A, SCAN N/A, CELL [1,2]
07:50:49:62 | I | Matching ok | SEQ : 20174638750, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
07:50:52:80 | I | Matching ok | SEQ : 20174638740, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
07:50:55:40 | I | Matching ok | SEQ : 20174638730, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
07:50:58:12 | I | Matching ok | SEQ : 20174638720, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
07:51:00:97 | I | Matching ok | SEQ : 20174638830, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
07:51:04:30 | I | Matching ok | SEQ : 20174638820, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
07:51:06:32 | I | Matching ok | SEQ : 20174638810, PART : N/A, SCAN N/A, CELL [2,3]
07:51:09:20 | I | Matching ok | SEQ : 20174638800, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
07:51:11:47 | I | Matching ok | SEQ : 20174638790, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
07:51:13:77 | I | Matching ok | SEQ : 20174638780, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
07:58:57:68 | I | Matching ok | SEQ : 20174638890, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
07:59:00:03 | I | Matching ok | SEQ : 20174638880, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
07:59:02:96 | I | Matching ok | SEQ : 20174638870, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
07:59:06:28 | I | Matching ok | SEQ : 20174638860, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:59:08:30 | I | Matching ok | SEQ : 20174638850, PART : N/A, SCAN N/A, CELL [1,5]
07:59:11:08 | I | Matching ok | SEQ : 20174638840, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
07:59:13:78 | I | Matching ok | SEQ : 20174638950, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
07:59:17:03 | I | Matching ok | SEQ : 20174638940, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:59:20:99 | I | Matching ok | SEQ : 20174638930, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
07:59:24:33 | I | Matching ok | SEQ : 20174638920, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:59:27:26 | I | Matching ok | SEQ : 20174638910, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
07:59:30:71 | I | Matching ok | SEQ : 20174638900, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
08:33:27:36 | I | Matching ok | SEQ : 20174639010, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
08:33:30:43 | I | Matching ok | SEQ : 20174639000, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:33:33:88 | I | Matching ok | SEQ : 20174638990, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
08:33:42:93 | I | Matching ok | SEQ : 20174638980, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
08:33:45:56 | I | Matching ok | SEQ : 20174638970, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
08:33:48:28 | I | Matching ok | SEQ : 20174638960, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
08:33:50:73 | I | Matching ok | SEQ : 20174639070, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
08:33:52:75 | I | Matching ok | SEQ : 20174639060, PART : N/A, SCAN N/A, CELL [2,2]
08:33:54:76 | I | Matching ok | SEQ : 20174639050, PART : N/A, SCAN N/A, CELL [2,3]
08:33:57:51 | I | Matching ok | SEQ : 20174639040, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
08:33:59:52 | I | Matching ok | SEQ : 20174639030, PART : N/A, SCAN N/A, CELL [2,5]
08:34:01:71 | I | Matching ok | SEQ : 20174639020, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
08:43:51:85 | I | Matching ok | SEQ : 20174639130, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
08:43:54:77 | I | Matching ok | SEQ : 20174639120, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
08:43:56:79 | I | Matching ok | SEQ : 20174639110, PART : N/A, SCAN N/A, CELL [1,3]
08:44:00:30 | I | Matching ok | SEQ : 20174639100, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
08:44:02:33 | I | Matching ok | SEQ : 20174639090, PART : N/A, SCAN N/A, CELL [1,5]
08:44:05:90 | I | Matching ok | SEQ : 20174639080, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
08:44:08:90 | I | Matching ok | SEQ : 20174639190, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
08:44:12:22 | I | Matching ok | SEQ : 20174639180, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
08:44:15:00 | I | Matching ok | SEQ : 20174639170, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
08:44:17:77 | I | Matching ok | SEQ : 20174639160, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
08:44:21:20 | I | Matching ok | SEQ : 20174639150, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
08:44:24:62 | I | Matching ok | SEQ : 20174639140, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:53:06:71 | I | Matching ok | SEQ : 20174639250, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
08:53:09:58 | I | Matching ok | SEQ : 20174639240, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
08:53:15:17 | I | Matching ok | SEQ : 20174639230, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
08:53:17:49 | I | Matching ok | SEQ : 20174639220, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
08:53:19:83 | I | Matching ok | SEQ : 20174639210, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
08:53:22:16 | I | Matching ok | SEQ : 20174639200, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
08:53:24:51 | I | Matching ok | SEQ : 20174639310, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
08:53:26:71 | I | Matching ok | SEQ : 20174639300, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
08:53:28:91 | I | Matching ok | SEQ : 20174639290, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
08:53:31:11 | I | Matching ok | SEQ : 20174639280, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
08:53:34:41 | I | Matching ok | SEQ : 20174639270, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
08:53:37:59 | I | Matching ok | SEQ : 20174639260, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:00:57:90 | I | Matching ok | SEQ : 20174639370, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:01:00:97 | I | Matching ok | SEQ : 20174639360, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
09:01:03:97 | I | Matching ok | SEQ : 20174639350, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
09:01:05:99 | I | Matching ok | SEQ : 20174639340, PART : N/A, SCAN N/A, CELL [1,4]
09:01:10:72 | I | Matching ok | SEQ : 20174639330, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:01:12:76 | I | Matching ok | SEQ : 20174639320, PART : N/A, SCAN N/A, CELL [1,6]
09:01:15:75 | I | Matching ok | SEQ : 20174639430, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
09:01:19:03 | I | Matching ok | SEQ : 20174639420, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
09:01:22:07 | I | Matching ok | SEQ : 20174639410, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
09:01:25:27 | I | Matching ok | SEQ : 20174639400, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
09:01:27:28 | I | Matching ok | SEQ : 20174639390, PART : N/A, SCAN N/A, CELL [2,5]
09:01:29:97 | I | Matching ok | SEQ : 20174639380, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
09:13:57:92 | I | Matching ok | SEQ : 20174639490, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
09:14:02:12 | I | Matching ok | SEQ : 20174639480, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:14:06:07 | I | Matching ok | SEQ : 20174639470, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
09:14:09:35 | I | Matching ok | SEQ : 20174639460, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:14:13:07 | I | Matching ok | SEQ : 20174639450, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
09:14:18:04 | I | Matching ok | SEQ : 20174639440, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
09:14:21:27 | I | Matching ok | SEQ : 20174639550, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:14:24:67 | I | Matching ok | SEQ : 20174639540, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
09:14:26:69 | I | Matching ok | SEQ : 20174639530, PART : N/A, SCAN N/A, CELL [2,3]
09:14:31:30 | I | Matching ok | SEQ : 20174639520, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
09:14:34:90 | I | Matching ok | SEQ : 20174639510, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
09:14:38:52 | I | Matching ok | SEQ : 20174639500, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
09:24:06:09 | I | Matching ok | SEQ : 20174639610, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
09:24:08:99 | I | Matching ok | SEQ : 20174639600, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:24:11:73 | I | Matching ok | SEQ : 20174639590, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
09:24:13:76 | I | Matching ok | SEQ : 20174639580, PART : N/A, SCAN N/A, CELL [1,4]
09:24:17:69 | I | Matching ok | SEQ : 20174639570, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:24:20:76 | I | Matching ok | SEQ : 20174639560, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
