00:05:59:83 | I | Matching ok | SEQ : 20174813970, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:08:14:36 | I | Matching ok | SEQ : 20174816290, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
07:08:18:76 | I | Matching ok | SEQ : 20174816280, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
07:08:20:79 | I | Matching ok | SEQ : 20174816270, PART : N/A, SCAN N/A, CELL [2,5]
07:08:26:04 | I | Matching ok | SEQ : 20174816260, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
07:18:12:03 | I | Matching ok | SEQ : 20174816370, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:18:15:43 | I | Matching ok | SEQ : 20174816360, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:18:18:25 | I | Matching ok | SEQ : 20174816350, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
07:18:23:88 | I | Matching ok | SEQ : 20174816340, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
07:18:26:63 | I | Matching ok | SEQ : 20174816330, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:18:29:40 | I | Matching ok | SEQ : 20174816320, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
07:18:32:65 | I | Matching ok | SEQ : 20174816430, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
07:18:37:72 | I | Matching ok | SEQ : 20174816420, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:18:41:20 | I | Matching ok | SEQ : 20174816410, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
07:18:44:80 | I | Matching ok | SEQ : 20174816400, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
07:18:47:63 | I | Matching ok | SEQ : 20174816390, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
07:18:49:65 | I | Matching ok | SEQ : 20174816380, PART : N/A, SCAN N/A, CELL [2,6]
07:30:38:64 | I | Matching ok | SEQ : 20174816490, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:30:41:77 | I | Matching ok | SEQ : 20174816480, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
07:30:43:79 | I | Matching ok | SEQ : 20174816470, PART : N/A, SCAN N/A, CELL [1,3]
07:30:46:59 | I | Matching ok | SEQ : 20174816460, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:30:49:62 | I | Matching ok | SEQ : 20174816450, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:30:55:00 | I | Matching ok | SEQ : 20174816440, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
07:31:03:57 | I | Matching ok | SEQ : 20174816550, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
07:31:05:87 | I | Matching ok | SEQ : 20174816540, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:31:07:89 | I | Matching ok | SEQ : 20174816530, PART : N/A, SCAN N/A, CELL [2,3]
07:31:09:90 | I | Matching ok | SEQ : 20174816520, PART : N/A, SCAN N/A, CELL [2,4]
07:31:13:69 | I | Matching ok | SEQ : 20174816510, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
07:31:16:37 | I | Matching ok | SEQ : 20174816500, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
07:43:13:59 | W | Mismatching | SEQ : 20174816610, PART : 52124713AD, SCAN TQ42057C0196, CELL [1,1]
07:43:24:19 | I | Matching ok | SEQ : 20174816610, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:43:26:21 | I | Matching ok | SEQ : 20174816600, PART : N/A, SCAN N/A, CELL [1,2]
07:43:29:19 | I | Matching ok | SEQ : 20174816590, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
07:43:34:64 | I | Matching ok | SEQ : 20174816580, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:43:36:94 | I | Matching ok | SEQ : 20174816570, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
07:43:41:06 | I | Matching ok | SEQ : 20174816560, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
07:43:44:29 | I | Matching ok | SEQ : 20174816670, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
07:43:48:59 | I | Matching ok | SEQ : 20174816660, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:44:00:79 | I | Matching ok | SEQ : 20174816650, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
07:44:03:89 | I | Matching ok | SEQ : 20174816640, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
07:44:07:19 | I | Matching ok | SEQ : 20174816630, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
07:44:09:20 | I | Matching ok | SEQ : 20174816620, PART : N/A, SCAN N/A, CELL [2,6]
07:52:34:45 | I | Matching ok | SEQ : 20174816730, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:52:38:15 | I | Matching ok | SEQ : 20174816720, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:52:40:58 | I | Matching ok | SEQ : 20174816710, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
07:52:45:77 | I | Matching ok | SEQ : 20174816700, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
07:52:48:70 | I | Matching ok | SEQ : 20174816690, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
07:52:51:70 | I | Matching ok | SEQ : 20174816680, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
07:52:55:48 | I | Matching ok | SEQ : 20174816790, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
07:52:58:08 | I | Matching ok | SEQ : 20174816780, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:53:00:10 | I | Matching ok | SEQ : 20174816770, PART : N/A, SCAN N/A, CELL [2,3]
07:53:03:80 | I | Matching ok | SEQ : 20174816760, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
07:53:05:81 | I | Matching ok | SEQ : 20174816750, PART : N/A, SCAN N/A, CELL [2,5]
07:53:11:06 | I | Matching ok | SEQ : 20174816740, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:02:22:81 | I | Matching ok | SEQ : 20174816850, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
08:02:26:17 | I | Matching ok | SEQ : 20174816840, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
08:02:28:20 | I | Matching ok | SEQ : 20174816830, PART : N/A, SCAN N/A, CELL [1,3]
08:02:31:91 | I | Matching ok | SEQ : 20174816820, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:02:38:24 | W | Mismatching | SEQ : 20174816810, PART : 52124713AD, SCAN P04578885AC, CELL [1,5]
08:02:53:04 | I | Matching ok | SEQ : 20174816810, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
08:02:56:02 | I | Matching ok | SEQ : 20174816800, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
08:02:58:59 | I | Matching ok | SEQ : 20174816910, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
08:03:01:84 | I | Matching ok | SEQ : 20174816900, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:03:05:32 | I | Matching ok | SEQ : 20174816890, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:03:07:34 | I | Matching ok | SEQ : 20174816880, PART : N/A, SCAN N/A, CELL [2,4]
08:03:09:35 | I | Matching ok | SEQ : 20174816870, PART : N/A, SCAN N/A, CELL [2,5]
08:03:14:89 | I | Matching ok | SEQ : 20174816860, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:08:36:72 | I | Matching ok | SEQ : 20174816970, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
08:08:38:79 | I | Matching ok | SEQ : 20174816960, PART : N/A, SCAN N/A, CELL [1,2]
08:08:41:35 | I | Matching ok | SEQ : 20174816950, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:08:43:73 | I | Matching ok | SEQ : 20174816940, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
08:08:46:68 | I | Matching ok | SEQ : 20174816930, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
08:08:48:70 | I | Matching ok | SEQ : 20174816920, PART : N/A, SCAN N/A, CELL [1,6]
08:08:51:63 | I | Matching ok | SEQ : 20174817030, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
08:08:54:12 | I | Matching ok | SEQ : 20174817020, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:08:57:00 | I | Matching ok | SEQ : 20174817010, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:09:00:90 | I | Matching ok | SEQ : 20174817000, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
08:09:04:03 | I | Matching ok | SEQ : 20174816990, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:09:06:06 | I | Matching ok | SEQ : 20174816980, PART : N/A, SCAN N/A, CELL [2,6]
08:28:39:43 | I | Matching ok | SEQ : 20174817090, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
08:28:42:43 | I | Matching ok | SEQ : 20174817080, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:28:45:33 | I | Matching ok | SEQ : 20174817070, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
08:28:47:90 | I | Matching ok | SEQ : 20174817060, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:28:50:40 | I | Matching ok | SEQ : 20174817050, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
08:28:52:93 | I | Matching ok | SEQ : 20174817040, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
08:28:55:33 | I | Matching ok | SEQ : 20174817150, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
08:28:57:98 | I | Matching ok | SEQ : 20174817140, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:29:00:00 | I | Matching ok | SEQ : 20174817130, PART : N/A, SCAN N/A, CELL [2,3]
08:29:04:68 | I | Matching ok | SEQ : 20174817120, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
08:29:06:69 | I | Matching ok | SEQ : 20174817110, PART : N/A, SCAN N/A, CELL [2,5]
08:29:08:71 | I | Matching ok | SEQ : 20174817100, PART : N/A, SCAN N/A, CELL [2,6]
08:44:12:70 | I | Matching ok | SEQ : 20174817210, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
08:44:15:97 | I | Matching ok | SEQ : 20174817200, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:44:19:00 | I | Matching ok | SEQ : 20174817190, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:44:22:40 | I | Matching ok | SEQ : 20174817180, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
08:44:24:42 | I | Matching ok | SEQ : 20174817170, PART : N/A, SCAN N/A, CELL [1,5]
08:44:26:43 | I | Matching ok | SEQ : 20174817160, PART : N/A, SCAN N/A, CELL [1,6]
08:44:28:44 | I | Matching ok | SEQ : 20174817270, PART : N/A, SCAN N/A, CELL [2,1]
08:44:30:72 | I | Matching ok | SEQ : 20174817260, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:44:34:15 | I | Matching ok | SEQ : 20174817250, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:44:37:75 | I | Matching ok | SEQ : 20174817240, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
08:44:40:70 | I | Matching ok | SEQ : 20174817230, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:44:43:00 | I | Matching ok | SEQ : 20174817220, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:53:22:56 | I | Matching ok | SEQ : 20174817330, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
08:53:25:59 | I | Matching ok | SEQ : 20174817320, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:53:28:14 | I | Matching ok | SEQ : 20174817310, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:53:30:17 | I | Matching ok | SEQ : 20174817300, PART : N/A, SCAN N/A, CELL [1,4]
08:53:33:56 | I | Matching ok | SEQ : 20174817290, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
08:53:36:47 | I | Matching ok | SEQ : 20174817280, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
08:53:39:24 | I | Matching ok | SEQ : 20174817390, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
08:53:41:56 | I | Matching ok | SEQ : 20174817380, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:53:43:99 | I | Matching ok | SEQ : 20174817370, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:53:46:04 | I | Matching ok | SEQ : 20174817360, PART : N/A, SCAN N/A, CELL [2,4]
08:53:48:05 | I | Matching ok | SEQ : 20174817350, PART : N/A, SCAN N/A, CELL [2,5]
08:53:51:22 | I | Matching ok | SEQ : 20174817340, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:53:53:27 | I | Matching ok | SEQ : 20174817450, PART : N/A, SCAN N/A, CELL [1,1]
08:59:33:40 | I | Matching ok | SEQ : 20174817440, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:59:36:34 | I | Matching ok | SEQ : 20174817430, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:59:39:77 | I | Matching ok | SEQ : 20174817420, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:59:42:42 | I | Matching ok | SEQ : 20174817410, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
08:59:45:92 | I | Matching ok | SEQ : 20174817400, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
08:59:48:50 | I | Matching ok | SEQ : 20174817510, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
08:59:51:60 | I | Matching ok | SEQ : 20174817500, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
08:59:54:35 | I | Matching ok | SEQ : 20174817490, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:59:56:37 | I | Matching ok | SEQ : 20174817480, PART : N/A, SCAN N/A, CELL [2,4]
08:59:58:72 | I | Matching ok | SEQ : 20174817470, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:00:01:30 | I | Matching ok | SEQ : 20174817460, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:12:57:84 | I | Matching ok | SEQ : 20174817570, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
09:13:00:11 | I | Matching ok | SEQ : 20174817560, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:13:02:09 | I | Matching ok | SEQ : 20174817550, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:13:03:42 | I | Matching ok | SEQ : 20174817540, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:13:05:43 | I | Matching ok | SEQ : 20174817530, PART : N/A, SCAN N/A, CELL [1,5]
09:13:09:36 | I | Matching ok | SEQ : 20174817520, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:13:11:40 | I | Matching ok | SEQ : 20174817630, PART : N/A, SCAN N/A, CELL [2,1]
09:13:13:41 | I | Matching ok | SEQ : 20174817620, PART : N/A, SCAN N/A, CELL [2,2]
09:13:16:24 | I | Matching ok | SEQ : 20174817610, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
09:13:17:69 | I | Matching ok | SEQ : 20174817600, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
09:13:19:37 | I | Matching ok | SEQ : 20174817590, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:13:20:97 | I | Matching ok | SEQ : 20174817580, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
09:13:23:00 | I | Matching ok | SEQ : 20174817690, PART : N/A, SCAN N/A, CELL [1,1]
09:21:11:76 | I | Matching ok | SEQ : 20174817680, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
09:21:17:13 | I | Matching ok | SEQ : 20174817670, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:21:19:15 | I | Matching ok | SEQ : 20174817660, PART : N/A, SCAN N/A, CELL [1,4]
09:21:21:19 | I | Matching ok | SEQ : 20174817650, PART : N/A, SCAN N/A, CELL [1,5]
09:21:23:65 | I | Matching ok | SEQ : 20174817640, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:21:32:68 | I | Matching ok | SEQ : 20174817750, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:21:37:33 | I | Matching ok | SEQ : 20174817740, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
09:21:44:25 | I | Matching ok | SEQ : 20174817730, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:21:46:26 | I | Matching ok | SEQ : 20174817720, PART : N/A, SCAN N/A, CELL [2,4]
09:21:49:48 | I | Matching ok | SEQ : 20174817710, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:21:54:48 | I | Matching ok | SEQ : 20174817700, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
09:37:37:60 | I | Matching ok | SEQ : 20174817810, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:37:41:78 | I | Matching ok | SEQ : 20174817800, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:37:45:65 | I | Matching ok | SEQ : 20174817790, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
09:37:47:66 | I | Matching ok | SEQ : 20174817780, PART : N/A, SCAN N/A, CELL [1,4]
09:37:51:71 | I | Matching ok | SEQ : 20174817770, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:37:55:15 | I | Matching ok | SEQ : 20174817760, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
09:37:58:60 | I | Matching ok | SEQ : 20174817870, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:38:02:25 | I | Matching ok | SEQ : 20174817860, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:38:06:23 | I | Matching ok | SEQ : 20174817850, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:38:10:23 | I | Matching ok | SEQ : 20174817840, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
09:38:14:48 | I | Matching ok | SEQ : 20174817830, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:38:18:43 | I | Matching ok | SEQ : 20174817820, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:51:56:92 | I | Matching ok | SEQ : 20174817930, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
09:52:00:27 | W | Mismatching | SEQ : 20174817920, PART : 52124713AD, SCAN TQ41887C0953, CELL [1,2]
09:52:10:10 | I | Matching ok | SEQ : 20174817920, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
09:52:13:80 | I | Matching ok | SEQ : 20174817910, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:52:17:70 | I | Matching ok | SEQ : 20174817900, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
09:52:22:17 | I | Matching ok | SEQ : 20174817890, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:52:24:20 | I | Matching ok | SEQ : 20174817880, PART : N/A, SCAN N/A, CELL [1,6]
09:52:28:92 | I | Matching ok | SEQ : 20174817990, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:52:32:72 | W | Mismatching | SEQ : 20174817980, PART : 52124713AD, SCAN P04578885AC, CELL [2,2]
09:53:29:83 | I | Matching ok | SEQ : 20174817980, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:53:34:50 | I | Matching ok | SEQ : 20174817970, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
09:53:38:35 | I | Matching ok | SEQ : 20174817960, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
09:53:42:85 | I | Matching ok | SEQ : 20174817950, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:53:47:45 | I | Matching ok | SEQ : 20174817940, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
10:38:32:81 | I | Matching ok | SEQ : 20174818050, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
10:38:35:34 | I | Matching ok | SEQ : 20174818040, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
10:38:37:89 | I | Matching ok | SEQ : 20174818030, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
10:38:40:61 | I | Matching ok | SEQ : 20174818020, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
10:38:43:63 | I | Matching ok | SEQ : 20174818010, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
10:38:45:86 | I | Matching ok | SEQ : 20174818000, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
10:38:48:41 | I | Matching ok | SEQ : 20174818110, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
10:38:50:76 | I | Matching ok | SEQ : 20174818100, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
10:38:52:78 | I | Matching ok | SEQ : 20174818090, PART : N/A, SCAN N/A, CELL [2,3]
10:38:57:66 | I | Matching ok | SEQ : 20174818080, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
10:39:03:71 | I | Matching ok | SEQ : 20174818070, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
10:39:05:86 | I | Matching ok | SEQ : 20174818060, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
10:39:07:92 | I | Matching ok | SEQ : 20174818170, PART : N/A, SCAN N/A, CELL [1,1]
10:44:55:90 | I | Matching ok | SEQ : 20174818160, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
10:44:58:45 | I | Matching ok | SEQ : 20174818150, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
10:45:01:32 | I | Matching ok | SEQ : 20174818140, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
10:45:03:33 | I | Matching ok | SEQ : 20174818130, PART : N/A, SCAN N/A, CELL [1,5]
10:45:07:30 | I | Matching ok | SEQ : 20174818120, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
10:45:13:22 | I | Matching ok | SEQ : 20174818230, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
10:45:16:60 | I | Matching ok | SEQ : 20174818220, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
10:45:19:50 | I | Matching ok | SEQ : 20174818210, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
10:45:21:54 | I | Matching ok | SEQ : 20174818200, PART : N/A, SCAN N/A, CELL [2,4]
10:45:23:60 | I | Matching ok | SEQ : 20174818190, PART : N/A, SCAN N/A, CELL [2,5]
10:45:25:61 | I | Matching ok | SEQ : 20174818180, PART : N/A, SCAN N/A, CELL [2,6]
10:54:36:11 | I | Matching ok | SEQ : 20174818290, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
10:54:39:61 | I | Matching ok | SEQ : 20174818280, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
10:54:43:01 | I | Matching ok | SEQ : 20174818270, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
10:54:45:03 | I | Matching ok | SEQ : 20174818260, PART : N/A, SCAN N/A, CELL [1,4]
10:54:47:84 | I | Matching ok | SEQ : 20174818250, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
10:54:49:85 | I | Matching ok | SEQ : 20174818240, PART : N/A, SCAN N/A, CELL [1,6]
10:54:56:31 | I | Matching ok | SEQ : 20174818350, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
10:55:00:66 | I | Matching ok | SEQ : 20174818340, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
10:55:04:36 | I | Matching ok | SEQ : 20174818330, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
10:55:07:94 | I | Matching ok | SEQ : 20174818320, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
10:55:11:91 | I | Matching ok | SEQ : 20174818310, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
10:55:15:41 | I | Matching ok | SEQ : 20174818300, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
10:55:17:46 | I | Matching ok | SEQ : 20174818410, PART : N/A, SCAN N/A, CELL [1,1]
10:55:19:47 | I | Matching ok | SEQ : 20174818400, PART : N/A, SCAN N/A, CELL [1,2]
11:11:12:81 | I | Matching ok | SEQ : 20174818390, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
11:11:16:79 | I | Matching ok | SEQ : 20174818380, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
11:11:19:66 | W | Mismatching | SEQ : 20174818370, PART : 04578885AC, SCAN TQ42057C0937, CELL [1,5]
11:11:33:18 | I | Matching ok | SEQ : 20174818370, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
11:11:35:21 | I | Matching ok | SEQ : 20174818360, PART : N/A, SCAN N/A, CELL [1,6]
11:11:39:16 | I | Matching ok | SEQ : 20174818470, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
11:11:41:20 | I | Matching ok | SEQ : 20174818460, PART : N/A, SCAN N/A, CELL [2,2]
11:11:45:71 | I | Matching ok | SEQ : 20174818450, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
11:11:49:06 | I | Matching ok | SEQ : 20174818440, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
11:11:51:59 | I | Matching ok | SEQ : 20174818430, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
11:11:54:86 | I | Matching ok | SEQ : 20174818420, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
11:11:56:90 | I | Matching ok | SEQ : 20174818530, PART : N/A, SCAN N/A, CELL [1,1]
11:17:48:65 | I | Matching ok | SEQ : 20174818520, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
11:17:50:66 | I | Matching ok | SEQ : 20174818510, PART : N/A, SCAN N/A, CELL [1,3]
11:17:55:50 | I | Matching ok | SEQ : 20174818500, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
11:17:59:17 | I | Matching ok | SEQ : 20174818490, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
11:18:04:05 | I | Matching ok | SEQ : 20174818480, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
11:18:06:92 | I | Matching ok | SEQ : 20174818590, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
11:18:09:27 | I | Matching ok | SEQ : 20174818580, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
11:18:12:30 | I | Matching ok | SEQ : 20174818570, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
11:18:15:22 | I | Matching ok | SEQ : 20174818560, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
11:18:18:52 | I | Matching ok | SEQ : 20174818550, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
11:18:20:77 | I | Matching ok | SEQ : 20174818540, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
11:29:03:44 | I | Matching ok | SEQ : 20174818650, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
11:29:06:99 | I | Matching ok | SEQ : 20174818640, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
11:29:10:13 | I | Matching ok | SEQ : 20174818630, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
11:29:12:76 | I | Matching ok | SEQ : 20174818620, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
11:29:15:31 | I | Matching ok | SEQ : 20174818610, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
11:29:19:39 | I | Matching ok | SEQ : 20174818600, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
11:29:21:43 | I | Matching ok | SEQ : 20174818710, PART : N/A, SCAN N/A, CELL [2,1]
11:29:23:45 | I | Matching ok | SEQ : 20174818700, PART : N/A, SCAN N/A, CELL [2,2]
